000000018a149b04 (__TEXT,__text) external _CEMCopyEmojiTokens
000000018a149bec (__TEXT,__text) external _CEMCreateEmojiCharacterSet
000000018a148684 (__TEXT,__text) external _CEMCreateEmojiLocaleData
000000018a14b900 (__TEXT,__text) external _CEMCreateStringByStrippingEmojiCharacters
000000018a149240 (__TEXT,__text) external _CEMEMFSearchEngineCreateBundleForLocaleIdentifier
000000018a14902c (__TEXT,__text) external _CEMEMFSearchEngineIsLocaleSupported
000000018a148fc4 (__TEXT,__text) external _CEMEmojiLocaleDataCopyCommonEmojiTokens
000000018a148980 (__TEXT,__text) external _CEMEmojiLocaleDataCreateEmojiTokensForString
000000018a14884c (__TEXT,__text) external _CEMEmojiLocaleDataEnumerateSearchResultsInStringWithBlock
000000018a148fb0 (__TEXT,__text) external _CEMEmojiLocaleDataGetLocaleIdentifier
000000018a149878 (__TEXT,__text) external _CEMEmojiTokenCopyName
000000018a14988c (__TEXT,__text) external _CEMEmojiTokenCopyNameWithCount
000000018a1497cc (__TEXT,__text) external _CEMEmojiTokenCopyRelatedEmoji
000000018a1496e4 (__TEXT,__text) external _CEMEmojiTokenCreateCopyRemovingModifiers
000000018a1495e8 (__TEXT,__text) external _CEMEmojiTokenCreateHairStyleVariant
000000018a1496dc (__TEXT,__text) external _CEMEmojiTokenCreatePresentationVariant
000000018a149524 (__TEXT,__text) external _CEMEmojiTokenCreateSkinToneVariant
000000018a1493d8 (__TEXT,__text) external _CEMEmojiTokenCreateWithIndex
000000018a1492b0 (__TEXT,__text) external _CEMEmojiTokenCreateWithLongCharacter
000000018a148cf8 (__TEXT,__text) external _CEMEmojiTokenCreateWithString
000000018a1495d8 (__TEXT,__text) external _CEMEmojiTokenGetGender
000000018a1495c8 (__TEXT,__text) external _CEMEmojiTokenGetHairStyle
000000018a14989c (__TEXT,__text) external _CEMEmojiTokenGetIndex
000000018a1498ac (__TEXT,__text) external _CEMEmojiTokenGetLocaleData
000000018a1496bc (__TEXT,__text) external _CEMEmojiTokenGetPresentationStyle
000000018a1495b8 (__TEXT,__text) external _CEMEmojiTokenGetSkinTone
000000018a1494d4 (__TEXT,__text) external _CEMEmojiTokenGetString
000000018a149838 (__TEXT,__text) external _CEMEmojiTokenIsCommon
000000018a1498b8 (__TEXT,__text) external _CEMEmojiTokenIsSupportedForLocaleAndSearchMode
000000018a14967c (__TEXT,__text) external _CEMEmojiTokenSupportsHairStyleVariants
000000018a1496d4 (__TEXT,__text) external _CEMEmojiTokenSupportsPresentationStyle
000000018a1494e4 (__TEXT,__text) external _CEMEmojiTokenSupportsSkinToneVariants
000000018a149770 (__TEXT,__text) external _CEMEmojiTokensAreEquivalent
000000018a149a44 (__TEXT,__text) external _CEMEnumerateEmojiTokensInStringWithBlock
000000018a14b84c (__TEXT,__text) external _CEMEnumerateEmojiTokensInStringWithLocaleAndBlock
000000018a149b88 (__TEXT,__text) external _CEMGetSharedEmojiCharacterSet
000000018a1498e0 (__TEXT,__text) external _CEMLongCharacterIsEmoji
000000018a149954 (__TEXT,__text) external _CEMStringContainsEmoji
000000018a147a0c (__TEXT,__text) external _CEMStringIsSingleEmoji
                 (undefined) external _CFAllocatorGetDefault (from CoreFoundation)
                 (undefined) external _CFArrayAppendValue (from CoreFoundation)
                 (undefined) external _CFArrayCreate (from CoreFoundation)
                 (undefined) external _CFArrayCreateMutable (from CoreFoundation)
                 (undefined) external _CFArrayGetCount (from CoreFoundation)
                 (undefined) external _CFArrayGetValueAtIndex (from CoreFoundation)
                 (undefined) external _CFBundleCopyBundleLocalizations (from CoreFoundation)
                 (undefined) external _CFBundleCopyLocalizationsForPreferences (from CoreFoundation)
                 (undefined) external _CFBundleCopyResourceURL (from CoreFoundation)
                 (undefined) external _CFBundleCopyResourceURLForLocalization (from CoreFoundation)
                 (undefined) external _CFBundleCreate (from CoreFoundation)
                 (undefined) external _CFBundleGetBundleWithIdentifier (from CoreFoundation)
                 (undefined) external _CFBurstTrieContainsUTF8String (from CoreFoundation)
                 (undefined) external _CFBurstTrieCreateCursorForBytes (from CoreFoundation)
                 (undefined) external _CFBurstTrieCreateFromMapBytes (from CoreFoundation)
                 (undefined) external _CFBurstTrieCursorAdvanceForBytes (from CoreFoundation)
                 (undefined) external _CFBurstTrieCursorGetPayload (from CoreFoundation)
                 (undefined) external _CFBurstTrieCursorRelease (from CoreFoundation)
                 (undefined) external _CFBurstTrieRelease (from CoreFoundation)
                 (undefined) external _CFBurstTrieSetCursorForBytes (from CoreFoundation)
                 (undefined) external _CFBurstTrieTraverseFromCursor (from CoreFoundation)
                 (undefined) external _CFCharacterSetCreateWithBitmapRepresentation (from CoreFoundation)
                 (undefined) external _CFCharacterSetGetPredefined (from CoreFoundation)
                 (undefined) external _CFCharacterSetIsCharacterMember (from CoreFoundation)
                 (undefined) external _CFDataCreate (from CoreFoundation)
                 (undefined) external _CFDictionaryContainsKey (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFEqual (from CoreFoundation)
                 (undefined) external _CFErrorCopyDescription (from CoreFoundation)
                 (undefined) external _CFLocaleCopyCurrent (from CoreFoundation)
                 (undefined) external _CFLocaleCreate (from CoreFoundation)
                 (undefined) external _CFLocaleCreateComponentsFromLocaleIdentifier (from CoreFoundation)
                 (undefined) external _CFLocaleCreateLocaleIdentifierFromComponents (from CoreFoundation)
                 (undefined) external _CFLocaleGetIdentifier (from CoreFoundation)
                 (undefined) external _CFLocaleGetValue (from CoreFoundation)
                 (undefined) external _CFPreferencesCopyValue (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateWithStream (from CoreFoundation)
                 (undefined) external _CFReadStreamClose (from CoreFoundation)
                 (undefined) external _CFReadStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFReadStreamOpen (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringAppend (from CoreFoundation)
                 (undefined) external _CFStringCompare (from CoreFoundation)
                 (undefined) external _CFStringCreateCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateMutable (from CoreFoundation)
                 (undefined) external _CFStringCreateMutableCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCString (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFStringCreateWithSubstring (from CoreFoundation)
                 (undefined) external _CFStringFind (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetCStringPtr (from CoreFoundation)
                 (undefined) external _CFStringGetCharacterAtIndex (from CoreFoundation)
                 (undefined) external _CFStringGetCharacters (from CoreFoundation)
                 (undefined) external _CFStringGetCharactersPtr (from CoreFoundation)
                 (undefined) external _CFStringGetLength (from CoreFoundation)
                 (undefined) external _CFStringGetMaximumSizeForEncoding (from CoreFoundation)
                 (undefined) external _CFStringHasPrefix (from CoreFoundation)
                 (undefined) external _CFStringLowercase (from CoreFoundation)
                 (undefined) external _CFStringTokenizerAdvanceToNextToken (from CoreFoundation)
                 (undefined) external _CFStringTokenizerCreate (from CoreFoundation)
                 (undefined) external _CFStringTokenizerGetCurrentTokenRange (from CoreFoundation)
                 (undefined) external _CFStringTokenizerGoToTokenAtIndex (from CoreFoundation)
                 (undefined) external _CFStringTokenizerSetString (from CoreFoundation)
                 (undefined) external _CFStringTransform (from CoreFoundation)
                 (undefined) external _CFURLCopyResourcePropertyForKey (from CoreFoundation)
                 (undefined) external _CFURLCreateCopyDeletingLastPathComponent (from CoreFoundation)
                 (undefined) external _CFURLGetFileSystemRepresentation (from CoreFoundation)
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __CFRuntimeCreateInstance (from CoreFoundation)
                 (undefined) external __CFRuntimeRegisterClass (from CoreFoundation)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
                 (undefined) external __Unwind_Resume (from libSystem)
                 (undefined) external __ZNKSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE7compareEmmPKcm (from libc++)
                 (undefined) external __ZNKSt3__120__vector_base_commonILb1EE20__throw_length_errorEv (from libc++)
                 (undefined) external __ZNKSt3__121__basic_string_commonILb1EE20__throw_length_errorEv (from libc++)
                 (undefined) external __ZNKSt9exception4whatEv (from libc++)
                 (undefined) external __ZNSt11logic_errorC2EPKc (from libc++)
                 (undefined) external __ZNSt12length_errorD1Ev (from libc++)
                 (undefined) external __ZNSt16invalid_argumentD1Ev (from libc++)
                 (undefined) external __ZNSt3__112__next_primeEm (from libc++)
