                 (undefined) external _DNSServiceCreateConnection (from libsystem_dnssd)
                 (undefined) external _DNSServiceProcessResult (from libsystem_dnssd)
                 (undefined) external _DNSServiceQueryRecordWithAttribute (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefDeallocate (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefSockFD (from libsystem_dnssd)
                 (undefined) external _DarwinDirectoryGetGeneration (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApply (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApplyWithFilter (from libsystem_darwindirectory)
00007ff802c00347 (__TEXT,__text) non-external _LI_get_thread_info
00007ff802c1648b (__TEXT,__text) external _LI_get_thread_item
00007ff802c0a9b5 (__TEXT,__text) external _LI_get_thread_list
00007ff802bff0d8 (__TEXT,__text) external _LI_ils_create
00007ff802c00320 (__TEXT,__text) external _LI_set_thread_item
00007ff802c05000 (__TEXT,__text) external _LI_set_thread_list
                 (undefined) external __Block_object_assign (from libsystem_blocks)
                 (undefined) external __Block_object_dispose (from libsystem_blocks)
                 (undefined) external __DefaultRuneLocale (from libsystem_c)
00007ff802c02074 (__TEXT,__text) non-external __LI_data_free
00007ff802c004b4 (__TEXT,__text) non-external __LI_data_init
                 (undefined) external __NSConcreteGlobalBlock (from libsystem_blocks)
                 (undefined) external __NSConcreteStackBlock (from libsystem_blocks)
00007ff802c13d7a (__TEXT,__text) non-external ____check_groups_block_invoke
00007ff802c13dfb (__TEXT,__text) non-external ____check_groups_block_invoke_2
                 (undefined) weak external ____chkstk_darwin (from libsystem_pthread)
00007ff802c17550 (__TEXT,__text) non-external ____dd_foreach_record_with_id_block_invoke
00007ff802c1e323 (__TEXT,__text) non-external ____dd_foreach_record_with_id_block_invoke
00007ff802c175d6 (__TEXT,__text) non-external ____dd_foreach_record_with_name_block_invoke
00007ff802c1e2d6 (__TEXT,__text) non-external ____dd_foreach_record_with_name_block_invoke
00007ff802c175f9 (__TEXT,__text) non-external ____dd_foreach_record_with_uuid_block_invoke
00007ff802c1e370 (__TEXT,__text) non-external ____dd_foreach_record_with_uuid_block_invoke
00007ff802c17660 (__TEXT,__text) non-external ____dd_mbr_check_membership_ext_block_invoke
00007ff802c176a5 (__TEXT,__text) non-external ____dd_mbr_check_membership_ext_block_invoke.38
00007ff802c176ea (__TEXT,__text) non-external ____dd_mbr_check_membership_ext_block_invoke.40
00007ff802c1772f (__TEXT,__text) non-external ____dd_mbr_check_membership_ext_block_invoke.42
00007ff802c17837 (__TEXT,__text) non-external ____dd_mbr_check_membership_ext_block_invoke.44
00007ff802c178bc (__TEXT,__text) non-external ____dd_mbr_check_membership_ext_block_invoke.46
00007ff802c172a1 (__TEXT,__text) non-external ____dd_mbr_identifier_translate_block_invoke
00007ff802c17406 (__TEXT,__text) non-external ____dd_mbr_identifier_translate_block_invoke.14
00007ff802c17448 (__TEXT,__text) non-external ____dd_mbr_identifier_translate_block_invoke.17
00007ff802c1748a (__TEXT,__text) non-external ____dd_mbr_identifier_translate_block_invoke.19
00007ff802c174cc (__TEXT,__text) non-external ____dd_mbr_identifier_translate_block_invoke.21
00007ff802c1750e (__TEXT,__text) non-external ____dd_mbr_identifier_translate_block_invoke.23
00007ff802c0afc4 (__TEXT,__text) non-external ____ds_list_block_invoke
00007ff802c0ed50 (__TEXT,__text) non-external ____extract_alias_dict_block_invoke
00007ff802c0b30a (__TEXT,__text) non-external ____extract_fstab_dict_block_invoke
00007ff802c00db8 (__TEXT,__text) non-external ____extract_group_dict_block_invoke
00007ff802c0e954 (__TEXT,__text) non-external ____extract_netgroup_dict_block_invoke
00007ff802c0f0bc (__TEXT,__text) non-external ____extract_network_dict_block_invoke
00007ff802c0f7ec (__TEXT,__text) non-external ____extract_protocol_dict_block_invoke
00007ff802c0fb84 (__TEXT,__text) non-external ____extract_rpc_dict_block_invoke
00007ff802c0f43f (__TEXT,__text) non-external ____extract_service_dict_block_invoke
00007ff802c00f79 (__TEXT,__text) non-external ____extract_string_list_from_xpc_array_block_invoke
00007ff802c0e6a1 (__TEXT,__text) non-external ____extract_string_list_from_xpc_array_index_block_invoke
00007ff802bfedba (__TEXT,__text) non-external ____extract_user_dict_block_invoke
00007ff802c0b857 (__TEXT,__text) non-external ____fsi_fs_root_block_invoke
00007ff802bfd99a (__TEXT,__text) non-external ____mbr_xpc_pipe_block_invoke
00007ff802bfe875 (__TEXT,__text) non-external ____od_xpc_pipe_block_invoke
                 (undefined) external ___assert_rtn (from libsystem_c)
00007ff840093b00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840093c88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840094090 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840094148 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff8400942f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840094498 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840094510 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840094530 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff8400949e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840094ae0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff840093e98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.105
00007ff840094b10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ff840093ec8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.113
00007ff840093cc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff840094b40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff840093ef8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.125
00007ff840094b70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.13
00007ff840094560 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.15
00007ff840094ba0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.15
00007ff840094bd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ff840094c00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ff840094590 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007ff840094c30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007ff8400945c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.20
00007ff8400945f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.22
00007ff840094c60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.22
00007ff840094620 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.24
00007ff840094168 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.25
00007ff840094650 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.26
00007ff840094680 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.29
00007ff840094a20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ff8400946b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.30
00007ff8400946e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.32
00007ff840093d08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.35
00007ff840094720 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.37
00007ff8400940d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.38
00007ff840094750 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.39
00007ff840094a50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007ff840094780 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.41
00007ff840093d38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.43
00007ff8400947b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.43
00007ff8400947e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.45
00007ff840093d68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.46
00007ff840094810 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.47
00007ff840093d88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00007ff840093db8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ff840093dd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ff840093e08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ff840094a80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8
00007ff840093e38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.82
00007ff840094ab0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ff840093e68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.96
00007ff840093ca8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff8400940b0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff840094310 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff8400944b8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff840094700 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff840094a00 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff840093ce8 (__DATA_CONST,__const) non-external ___block_literal_global.13
                 (undefined) external ___bzero (from libsystem_platform)
00007ff8438a0080 (__DATA,__data) non-external (was a private external) ___check_rhosts_file
00007ff802c03fb0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff802c11110 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff802c17608 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ff802c17573 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00007ff802c0e5c9 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ff802c173a3 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ff802c177b4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ff802c0e9fa (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___darwin_check_fd_set_overflow (from libsystem_kernel)
00007ff802c1e4ab (__TEXT,__text) non-external ___darwin_directory_group_all_block_invoke
00007ff802c1e457 (__TEXT,__text) non-external ___darwin_directory_group_bygid_block_invoke
00007ff802c1e3cb (__TEXT,__text) non-external ___darwin_directory_group_byname_block_invoke
00007ff802c1e481 (__TEXT,__text) non-external ___darwin_directory_group_byuuid_block_invoke
00007ff802c1e4f7 (__TEXT,__text) non-external ___darwin_directory_grouplist_block_invoke
00007ff802c1e51a (__TEXT,__text) non-external ___darwin_directory_grouplist_block_invoke.20
00007ff802c2582f (__TEXT,__text) non-external ___darwin_directory_grouplist_block_invoke.20.cold.1
00007ff802c1e37f (__TEXT,__text) non-external ___darwin_directory_user_all_block_invoke
00007ff802c1e216 (__TEXT,__text) non-external ___darwin_directory_user_byname_block_invoke
00007ff802c1e2f9 (__TEXT,__text) non-external ___darwin_directory_user_byuid_block_invoke
00007ff802c1e346 (__TEXT,__text) non-external ___darwin_directory_user_byuuid_block_invoke
00007ff802c1761f (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ff802c175ab (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00007ff802c0e5e0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ff802c173db (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ff802c177fe (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00007ff802c0ea68 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
00007ff802c0c1c7 (__TEXT,__text) external ___dn_skipname
                 (undefined) external ___error (from libsystem_kernel)
00007ff802c239ac (__TEXT,__text) non-external ___icheckhost
00007ff802c25e38 (__TEXT,__const) non-external (was a private external) ___infoVersionNumber
00007ff802c25e10 (__TEXT,__const) non-external (was a private external) ___infoVersionString
                 (undefined) external ___initgroups (from libsystem_kernel)
00007ff802c23523 (__TEXT,__text) non-external (was a private external) ___ivaliduser_sa
                 (undefined) external ___maskrune (from libsystem_c)
00007ff843667d50 (__DATA_DIRTY,__bss) non-external ___mbr_pipe
                 (undefined) external ___memcpy_chk (from libsystem_c)
                 (undefined) external ___memmove_chk (from libsystem_c)
                 (undefined) external ___memset_chk (from libsystem_c)
00007ff843667d70 (__DATA_DIRTY,__bss) non-external ___od_pipe
00007ff8438a0498 (__DATA,__common) non-external (was a private external) ___rcmd_errstr
00007ff802c05aa9 (__TEXT,__text) non-external ___si_async_call_block_invoke
00007ff802c0d2b8 (__TEXT,__text) non-external ___si_module_cache_byname_block_invoke
00007ff802c1e1fd (__TEXT,__text) non-external ___si_module_static_darwin_directory_block_invoke
00007ff802bfe2a3 (__TEXT,__text) non-external ___si_module_static_ds_block_invoke
00007ff802bfe3ff (__TEXT,__text) non-external ___si_module_static_file_block_invoke
00007ff802bfe388 (__TEXT,__text) non-external ___si_module_static_mdns_block_invoke
00007ff802bfde3d (__TEXT,__text) non-external ___si_module_static_search_block_invoke
                 (undefined) external ___stack_chk_fail (from libsystem_c)
                 (undefined) external ___stack_chk_guard (from libsystem_c)
                 (undefined) external ___stderrp (from libsystem_c)
                 (undefined) external ___stdoutp (from libsystem_c)
                 (undefined) external ___strcat_chk (from libsystem_c)
                 (undefined) external ___strcpy_chk (from libsystem_c)
                 (undefined) external ___strlcat_chk (from libsystem_c)
                 (undefined) external ___strlcpy_chk (from libsystem_c)
                 (undefined) external ___tolower (from libsystem_c)
00007ff802c21dc8 (__TEXT,__text) non-external (was a private external) ___xdrrec_getrec
00007ff802c20147 (__TEXT,__text) external __authenticate
00007ff802c125a7 (__TEXT,__text) non-external __check_groups
00007ff8438a04d0 (__DATA,__bss) non-external __check_groups.once
00007ff802c1e3f5 (__TEXT,__text) non-external __dd_extract_group
00007ff802c172e3 (__TEXT,__text) non-external __dd_extract_result
00007ff802c247c1 (__TEXT,__text) non-external __dd_extract_result.cold.1
00007ff802c247d9 (__TEXT,__text) non-external __dd_extract_result.cold.2
00007ff802c1e240 (__TEXT,__text) non-external __dd_extract_user
00007ff802c1669e (__TEXT,__text) non-external __dd_mbr_check_membership_ext
00007ff802c0d450 (__TEXT,__text) non-external __ds_child
00007ff802bfe9cc (__TEXT,__text) non-external __ds_get_validation
00007ff802c00500 (__TEXT,__text) non-external __ds_is_valid
00007ff802bfe924 (__TEXT,__text) non-external __ds_item
00007ff802c0ae8b (__TEXT,__text) non-external __ds_list
00007ff8438a02c8 (__DATA,__common) non-external (was a private external) __ds_port
00007ff802c0d3a8 (__TEXT,__text) external __ds_running
00007ff802c0e516 (__TEXT,__text) non-external __ds_serv_cache_free
00007ff843667de8 (__DATA_DIRTY,__bss) non-external __ds_serv_cache_key
00007ff802c0eabd (__TEXT,__text) non-external __extract_alias
00007ff802c0b019 (__TEXT,__text) non-external __extract_fstab
00007ff802c00b12 (__TEXT,__text) non-external __extract_group
00007ff802c0fc57 (__TEXT,__text) non-external __extract_mac_mac
00007ff802c0fd9c (__TEXT,__text) non-external __extract_mac_name
00007ff802c0e6c5 (__TEXT,__text) non-external __extract_netgroup
00007ff802c0ee25 (__TEXT,__text) non-external __extract_network
00007ff802c0f55e (__TEXT,__text) non-external __extract_protocol
00007ff802c0f8f6 (__TEXT,__text) non-external __extract_rpc
00007ff802c0f18f (__TEXT,__text) non-external __extract_service
00007ff802c0e56b (__TEXT,__text) non-external __extract_string_from_xpc_array_index
00007ff802c0fd4a (__TEXT,__text) non-external __extract_string_from_xpc_dict
00007ff802bfefab (__TEXT,__text) non-external __extract_string_from_xpc_object
00007ff802c00eb8 (__TEXT,__text) non-external __extract_string_list_from_xpc_array
00007ff802c0e5f3 (__TEXT,__text) non-external __extract_string_list_from_xpc_array_index
00007ff802bff018 (__TEXT,__text) non-external __extract_uint32_from_xpc_object
00007ff802bfea76 (__TEXT,__text) non-external __extract_user
00007ff802c1093e (__TEXT,__text) non-external __fsi_append_char_to_line
00007ff802c041a1 (__TEXT,__text) non-external __fsi_append_string
00007ff802c10291 (__TEXT,__text) non-external __fsi_check_netgroup_cache
00007ff802c105d9 (__TEXT,__text) non-external __fsi_find_netgroup
00007ff802c107e3 (__TEXT,__text) non-external __fsi_flatten_netgroup
00007ff802c0fe77 (__TEXT,__text) non-external (was a private external) __fsi_free_file_netgroup
00007ff802c10a03 (__TEXT,__text) non-external __fsi_get_alias
00007ff802c10eaf (__TEXT,__text) non-external __fsi_get_ether
00007ff802c0b485 (__TEXT,__text) non-external __fsi_get_fs
00007ff802c0bd86 (__TEXT,__text) non-external __fsi_get_group
00007ff802c0a1be (__TEXT,__text) non-external __fsi_get_host
00007ff802c03ece (__TEXT,__text) non-external (was a private external) __fsi_get_line
00007ff802c10beb (__TEXT,__text) non-external __fsi_get_name_number_aliases
00007ff802c03a7d (__TEXT,__text) non-external __fsi_get_service
00007ff802c04a84 (__TEXT,__text) non-external __fsi_get_user
00007ff802c03d29 (__TEXT,__text) non-external __fsi_get_validation
00007ff802c11019 (__TEXT,__text) non-external __fsi_parse_ether
00007ff802c1065a (__TEXT,__text) non-external __fsi_read_netgroup_line
00007ff802c03fd0 (__TEXT,__text) non-external (was a private external) __fsi_tokenize
00007ff802c04296 (__TEXT,__text) non-external __fsi_validate
00007ff802c09255 (__TEXT,__text) non-external (was a private external) __gai_addr_sort
00007ff84389fce8 (__DATA,__data) non-external __gai_load_libnetwork.load_once
00007ff802c15b64 (__TEXT,__text) non-external __gai_load_libnetwork_once
00007ff802c2462a (__TEXT,__text) non-external __gai_load_libnetwork_once.cold.1
00007ff802c2465d (__TEXT,__text) non-external __gai_load_libnetwork_once.cold.2
00007ff802c24691 (__TEXT,__text) non-external __gai_load_libnetwork_once.cold.3
00007ff802c246c5 (__TEXT,__text) non-external __gai_load_libnetwork_once.cold.4
00007ff802c246f9 (__TEXT,__text) non-external __gai_load_libnetwork_once.cold.5
00007ff8438a0560 (__DATA,__bss) non-external __gai_load_libnetwork_once.handle
00007ff84389fce0 (__DATA,__data) non-external __gai_log
00007ff802c15612 (__TEXT,__text) external __gai_nat64_can_v4_address_be_synthesized
00007ff802c245f6 (__TEXT,__text) non-external __gai_nat64_can_v4_address_be_synthesized.cold.1
00007ff802c156bc (__TEXT,__text) non-external __gai_nat64_second_pass
00007ff802c01b88 (__TEXT,__text) non-external __gai_nat64_synthesis
00007ff802c01e83 (__TEXT,__text) non-external __gai_numerichost
00007ff802c01b1e (__TEXT,__text) non-external __gai_numericserv
00007ff802c09054 (__TEXT,__text) external __gai_serv_to_port
