                 (undefined) external _AFDeviceSupportsFullSiriUOD (from AssistantServices)
                 (undefined) external _AFDeviceSupportsHybridUOD (from AssistantServices)
                 (undefined) external _AFDeviceSupportsSiriMUX (from AssistantServices)
                 (undefined) external _AFIsInternalInstall (from AssistantServices)
                 (undefined) weak external _CFNotificationCenterAddObserver (from CoreFoundation)
                 (undefined) weak external _CFNotificationCenterGetDarwinNotifyCenter (from CoreFoundation)
                 (undefined) weak external _CFNotificationCenterRemoveObserver (from CoreFoundation)
00000002372de800 (__TEXT,__text) non-external _GEOLocationCoordinate2DMake
                 (undefined) weak external _HMAccessoryCategoryTypeAirConditioner (from HomeKit)
                 (undefined) weak external _HMAccessoryCategoryTypeAirDehumidifier (from HomeKit)
                 (undefined) weak external _HMAccessoryCategoryTypeAirHeater (from HomeKit)
                 (undefined) weak external _HMAccessoryCategoryTypeAirHumidifier (from HomeKit)
                 (undefined) weak external _HMAccessoryCategoryTypeAirPort (from HomeKit)
                 (undefined) weak external _HMAccessoryCategoryTypeAirPurifier (from HomeKit)
                 (undefined) weak external _HMAccessoryCategoryTypeAppleTV (from HomeKit)
                 (undefined) weak external _HMAccessoryCategoryTypeDoor (from HomeKit)
                 (undefined) weak external _HMAccessoryCategoryTypeDoorLock (from HomeKit)
                 (undefined) weak external _HMAccessoryCategoryTypeFan (from HomeKit)
                 (undefined) weak external _HMAccessoryCategoryTypeFaucet (from HomeKit)
                 (undefined) weak external _HMAccessoryCategoryTypeGarageDoorOpener (from HomeKit)
                 (undefined) weak external _HMAccessoryCategoryTypeHomePod (from HomeKit)
                 (undefined) weak external _HMAccessoryCategoryTypeIPCamera (from HomeKit)
                 (undefined) weak external _HMAccessoryCategoryTypeLightbulb (from HomeKit)
                 (undefined) weak external _HMAccessoryCategoryTypeOther (from HomeKit)
                 (undefined) weak external _HMAccessoryCategoryTypeOutlet (from HomeKit)
                 (undefined) weak external _HMAccessoryCategoryTypeProgrammableSwitch (from HomeKit)
                 (undefined) weak external _HMAccessoryCategoryTypeSecuritySystem (from HomeKit)
                 (undefined) weak external _HMAccessoryCategoryTypeSensor (from HomeKit)
                 (undefined) weak external _HMAccessoryCategoryTypeShowerHead (from HomeKit)
                 (undefined) weak external _HMAccessoryCategoryTypeSpeaker (from HomeKit)
                 (undefined) weak external _HMAccessoryCategoryTypeSprinkler (from HomeKit)
                 (undefined) weak external _HMAccessoryCategoryTypeSwitch (from HomeKit)
                 (undefined) weak external _HMAccessoryCategoryTypeTelevision (from HomeKit)
                 (undefined) weak external _HMAccessoryCategoryTypeTelevisionSetTopBox (from HomeKit)
                 (undefined) weak external _HMAccessoryCategoryTypeTelevisionStreamingStick (from HomeKit)
                 (undefined) weak external _HMAccessoryCategoryTypeThermostat (from HomeKit)
                 (undefined) weak external _HMAccessoryCategoryTypeVideoDoorbell (from HomeKit)
                 (undefined) weak external _HMAccessoryCategoryTypeWindow (from HomeKit)
                 (undefined) weak external _HMAccessoryCategoryTypeWindowCovering (from HomeKit)
                 (undefined) weak external _HMActionSetTypeHomeArrival (from HomeKit)
                 (undefined) weak external _HMActionSetTypeHomeDeparture (from HomeKit)
                 (undefined) weak external _HMActionSetTypeSleep (from HomeKit)
                 (undefined) weak external _HMActionSetTypeTriggerOwned (from HomeKit)
                 (undefined) weak external _HMActionSetTypeUserDefined (from HomeKit)
                 (undefined) weak external _HMActionSetTypeWakeUp (from HomeKit)
                 (undefined) weak external _HMCharacteristicMetadataUnitsCelsius (from HomeKit)
                 (undefined) weak external _HMCharacteristicMetadataUnitsFahrenheit (from HomeKit)
                 (undefined) weak external _HMCharacteristicMetadataUnitsLux (from HomeKit)
                 (undefined) weak external _HMCharacteristicMetadataUnitsPercentage (from HomeKit)
                 (undefined) weak external _HMCharacteristicMetadataUnitsSeconds (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeActive (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeAirParticulateDensity (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeAirParticulateSize (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeAirQuality (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeBatteryLevel (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeBrightness (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeCarbonDioxideDetected (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeCarbonDioxideLevel (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeCarbonDioxidePeakLevel (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeCarbonMonoxideDetected (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeCarbonMonoxideLevel (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeCarbonMonoxidePeakLevel (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeChargingState (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeColorTemperature (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeContactState (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeCoolingThreshold (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeCurrentAirPurifierState (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeCurrentDoorState (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeCurrentFanState (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeCurrentHeaterCoolerState (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeCurrentHeatingCooling (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeCurrentHorizontalTilt (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeCurrentHumidifierDehumidifierState (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeCurrentLightLevel (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeCurrentLockMechanismState (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeCurrentMediaState (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeCurrentPosition (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeCurrentRelativeHumidity (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeCurrentSecuritySystemState (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeCurrentSlatState (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeCurrentTemperature (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeCurrentTilt (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeCurrentVerticalTilt (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeCurrentVisibilityState (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeDehumidifierThreshold (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeFilterChangeIndication (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeFilterLifeLevel (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeHeatingThreshold (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeHue (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeHumidifierThreshold (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeInUse (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeLeakDetected (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeLockPhysicalControls (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeMotionDetected (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeNitrogenDioxideDensity (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeOccupancyDetected (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeOutletInUse (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeOzoneDensity (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypePM10Density (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypePM2_5Density (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypePowerState (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeProgramMode (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeRemainingDuration (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeRotationDirection (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeRotationSpeed (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeSaturation (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeSetDuration (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeSmokeDetected (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeStatusFault (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeStatusLowBattery (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeSulphurDioxideDensity (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeSwingMode (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeTargetAirPurifierState (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeTargetDoorState (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeTargetFanState (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeTargetHeaterCoolerState (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeTargetHeatingCooling (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeTargetHumidifierDehumidifierState (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeTargetLockMechanismState (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeTargetPosition (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeTargetRelativeHumidity (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeTargetSecuritySystemState (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeTargetTemperature (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeVolatileOrganicCompoundDensity (from HomeKit)
                 (undefined) weak external _HMCharacteristicTypeWaterLevel (from HomeKit)
                 (undefined) weak external _HMErrorDomain (from HomeKit)
                 (undefined) weak external _HMServiceSubtypeGenericValve (from HomeKit)
                 (undefined) weak external _HMServiceSubtypeIrrigationValve (from HomeKit)
                 (undefined) weak external _HMServiceSubtypeShowerheadValve (from HomeKit)
                 (undefined) weak external _HMServiceSubtypeUnknown (from HomeKit)
                 (undefined) weak external _HMServiceSubtypeWaterFaucetValve (from HomeKit)
                 (undefined) weak external _HMServiceTypeAccessoryInformation (from HomeKit)
                 (undefined) weak external _HMServiceTypeAirPurifier (from HomeKit)
                 (undefined) weak external _HMServiceTypeAirQualitySensor (from HomeKit)
                 (undefined) weak external _HMServiceTypeBattery (from HomeKit)
                 (undefined) weak external _HMServiceTypeCameraControl (from HomeKit)
                 (undefined) weak external _HMServiceTypeCarbonDioxideSensor (from HomeKit)
                 (undefined) weak external _HMServiceTypeCarbonMonoxideSensor (from HomeKit)
                 (undefined) weak external _HMServiceTypeContactSensor (from HomeKit)
                 (undefined) weak external _HMServiceTypeDoor (from HomeKit)
                 (undefined) weak external _HMServiceTypeDoorbell (from HomeKit)
                 (undefined) weak external _HMServiceTypeFan (from HomeKit)
                 (undefined) weak external _HMServiceTypeFaucet (from HomeKit)
                 (undefined) weak external _HMServiceTypeFilterMaintenance (from HomeKit)
                 (undefined) weak external _HMServiceTypeGarageDoorOpener (from HomeKit)
                 (undefined) weak external _HMServiceTypeHeaterCooler (from HomeKit)
                 (undefined) weak external _HMServiceTypeHumidifierDehumidifier (from HomeKit)
                 (undefined) weak external _HMServiceTypeHumiditySensor (from HomeKit)
                 (undefined) weak external _HMServiceTypeIrrigationSystem (from HomeKit)
                 (undefined) weak external _HMServiceTypeLeakSensor (from HomeKit)
                 (undefined) weak external _HMServiceTypeLightSensor (from HomeKit)
                 (undefined) weak external _HMServiceTypeLightbulb (from HomeKit)
                 (undefined) weak external _HMServiceTypeLockMechanism (from HomeKit)
                 (undefined) weak external _HMServiceTypeMotionSensor (from HomeKit)
                 (undefined) weak external _HMServiceTypeOccupancySensor (from HomeKit)
                 (undefined) weak external _HMServiceTypeOutlet (from HomeKit)
                 (undefined) weak external _HMServiceTypeSecuritySystem (from HomeKit)
                 (undefined) weak external _HMServiceTypeSlats (from HomeKit)
                 (undefined) weak external _HMServiceTypeSmokeSensor (from HomeKit)
                 (undefined) weak external _HMServiceTypeSpeaker (from HomeKit)
                 (undefined) weak external _HMServiceTypeSwitch (from HomeKit)
                 (undefined) weak external _HMServiceTypeTelevision (from HomeKit)
                 (undefined) weak external _HMServiceTypeTemperatureSensor (from HomeKit)
                 (undefined) weak external _HMServiceTypeThermostat (from HomeKit)
                 (undefined) weak external _HMServiceTypeValve (from HomeKit)
                 (undefined) weak external _HMServiceTypeVentilationFan (from HomeKit)
                 (undefined) weak external _HMServiceTypeWindow (from HomeKit)
                 (undefined) weak external _HMServiceTypeWindowCovering (from HomeKit)
                 (undefined) weak external _HMSignificantEventSunrise (from HomeKit)
                 (undefined) weak external _HMSignificantEventSunset (from HomeKit)
