00007ffa1f355386 (__TEXT,__text) non-external +[LNAppConnectionListener sharedListener]
00007ffa1f3598e5 (__TEXT,__text) non-external +[LNClientConnection currentAuditToken]
00007ffa1f3544d9 (__TEXT,__text) non-external +[LNUserActivityHelper associateAppIntentWithUserActivity:completionHandler:]
00007ffa1f3598fe (__TEXT,__text) non-external -[CSSearchableItemAttributeSet(Temporary) setCachedViewDataSafe:]
00007ffa1f354dba (__TEXT,__text) non-external -[LNAppConnectionListener .cxx_destruct]
00007ffa1f354d8b (__TEXT,__text) non-external -[LNAppConnectionListener appContext]
00007ffa1f354fd9 (__TEXT,__text) non-external -[LNAppConnectionListener cleanUp:]
00007ffa1f354da6 (__TEXT,__text) non-external -[LNAppConnectionListener clientConnections]
00007ffa1f35461b (__TEXT,__text) non-external -[LNAppConnectionListener handleAppleEvent:withReplyEvent:]
00007ffa1f3544f2 (__TEXT,__text) non-external -[LNAppConnectionListener init]
00007ffa1f354a99 (__TEXT,__text) non-external -[LNAppConnectionListener listener:shouldAcceptNewConnection:]
00007ffa1f3545cb (__TEXT,__text) non-external -[LNAppConnectionListener listenerEndpoint]
00007ffa1f354d95 (__TEXT,__text) non-external -[LNAppConnectionListener setAppContext:]
00007ffa1f354db0 (__TEXT,__text) non-external -[LNAppConnectionListener xpcListener]
00007ffa1f356136 (__TEXT,__text) non-external -[LNAppContextWrapper .cxx_destruct]
00007ffa1f35612c (__TEXT,__text) non-external -[LNAppContextWrapper appContext]
00007ffa1f355fd0 (__TEXT,__text) non-external -[LNAppContextWrapper init]
00007ffa1f356038 (__TEXT,__text) non-external -[LNAppContextWrapper performAction:options:reportingProgress:delegate:auditToken:completionHandler:]
00007ffa1f357a6e (__TEXT,__text) non-external -[LNClientConnection .cxx_destruct]
00007ffa1f357a46 (__TEXT,__text) non-external -[LNClientConnection appContext]
00007ffa1f3562d4 (__TEXT,__text) non-external -[LNClientConnection dealloc]
00007ffa1f356369 (__TEXT,__text) non-external -[LNClientConnection enqueuePerformActionOperation:]
00007ffa1f357495 (__TEXT,__text) non-external -[LNClientConnection fetchActionAppContextFromAction:completionHandler:]
00007ffa1f357649 (__TEXT,__text) non-external -[LNClientConnection fetchActionForAppShortcutIdentifier:completionHandler:]
00007ffa1f35756f (__TEXT,__text) non-external -[LNClientConnection fetchActionForAutoShortcutPhrase:completionHandler:]
00007ffa1f3570ea (__TEXT,__text) non-external -[LNClientConnection fetchActionOutputValueWithIdentifier:completionHandler:]
