0000000225262198 (__TEXT,__text) non-external +[LNAppConnectionListener sharedListener]
000000022526a8b0 (__TEXT,__text) non-external +[LNClientConnection currentAuditToken]
000000022526a844 (__TEXT,__text) non-external +[LNClientConnection performWithoutTimeout:]
0000000225263dc0 (__TEXT,__text) non-external +[LNProcessInstanceRegistryClient sharedInstance]
0000000225261ac8 (__TEXT,__text) non-external +[LNUserActivityHelper associateAppIntentWithUserActivity:completionHandler:]
000000022526b888 (__TEXT,__text) non-external -[CSSearchableItemAttributeSet(Temporary) setCachedViewDataSafe:]
0000000225261ad4 (__TEXT,__text) non-external -[LNAppConnectionListener handleAppleEvent:withReplyEvent:]
0000000225262140 (__TEXT,__text) non-external -[LNAppConnectionListener listenerEndpoint]
0000000225262f08 (__TEXT,__text) non-external -[LNAppContextWrapper .cxx_destruct]
0000000225262f14 (__TEXT,__text) non-external -[LNAppContextWrapper appContext]
0000000225263014 (__TEXT,__text) non-external -[LNAppContextWrapper init]
0000000225262f1c (__TEXT,__text) non-external -[LNAppContextWrapper performAction:options:reportingProgress:delegate:auditToken:completionHandler:]
0000000225263e54 (__TEXT,__text) non-external -[LNClientConnection .cxx_destruct]
0000000225263efc (__TEXT,__text) non-external -[LNClientConnection appContext]
000000022526a578 (__TEXT,__text) non-external -[LNClientConnection clientConnectionQueue]
0000000225263eb8 (__TEXT,__text) non-external -[LNClientConnection connectionListener]
000000022526490c (__TEXT,__text) non-external -[LNClientConnection createAsyncIteratorForSequence:options:completionHandler:]
000000022526a604 (__TEXT,__text) non-external -[LNClientConnection dealloc]
000000022526a414 (__TEXT,__text) non-external -[LNClientConnection enqueuePerformActionOperation:]
000000022526575c (__TEXT,__text) non-external -[LNClientConnection exportTransientEntities:withConfiguration:completionHandler:]
0000000225266e24 (__TEXT,__text) non-external -[LNClientConnection fetchActionAppContextFromAction:completionHandler:]
00000002252669f4 (__TEXT,__text) non-external -[LNClientConnection fetchActionForAppShortcutIdentifier:completionHandler:]
0000000225266c0c (__TEXT,__text) non-external -[LNClientConnection fetchActionForAutoShortcutPhrase:completionHandler:]
00000002252678a4 (__TEXT,__text) non-external -[LNClientConnection fetchActionOutputValueWithIdentifier:completionHandler:]
