000000025984b1b8 (__TEXT,__text) non-external +[MTAppIntentsProvider sharedInstance]
000000025984c138 (__TEXT,__text) non-external +[MTReportingUtilities isOverrideAlarm:]
000000025984a3b0 (__TEXT,__text) non-external +[MTSessionUtilities logDebug:]
00000002598baf68 (__TEXT,__text) non-external +[MTSessionUtilities logDebug:].cold.1
000000025984a338 (__TEXT,__text) non-external +[MTSessionUtilities logError:]
00000002598baf14 (__TEXT,__text) non-external +[MTSessionUtilities logError:].cold.1
000000025984a260 (__TEXT,__text) non-external +[MTSessionUtilities logInfo:]
000000025984a454 (__TEXT,__text) non-external +[MTSessionUtilities mtSBUIIsSystemApertureEnabled]
000000025984a1a0 (__TEXT,__text) non-external +[MTStopwatchUtilities _timeAdjustedFor30fpsDisplay:]
000000025984a034 (__TEXT,__text) non-external +[MTStopwatchUtilities decodeStopwatchesFromDictionary:]
0000000259849fb0 (__TEXT,__text) non-external +[MTStopwatchUtilities encodedDictionaryForStopwatches:]
0000000259849eb0 (__TEXT,__text) non-external +[MockDateProvider mockDate]
0000000259849e28 (__TEXT,__text) non-external -[DefaultDateProvider date]
0000000259849e34 (__TEXT,__text) non-external -[DefaultDateProvider updateDate:]
000000025984b510 (__TEXT,__text) non-external -[MTAppIntentsProvider .cxx_destruct]
000000025984b48c (__TEXT,__text) non-external -[MTAppIntentsProvider delegate]
000000025984b3ac (__TEXT,__text) non-external -[MTAppIntentsProvider didAddNewWorldClockWithNameWithManager:name:]
000000025984b41c (__TEXT,__text) non-external -[MTAppIntentsProvider didRemoveWorldClockWithNameWithManager:name:]
000000025984b348 (__TEXT,__text) non-external -[MTAppIntentsProvider didSelectTabWithManager:tab:]
000000025984b2ac (__TEXT,__text) non-external -[MTAppIntentsProvider init]
000000025984b4c4 (__TEXT,__text) non-external -[MTAppIntentsProvider manager]
000000025984b4b8 (__TEXT,__text) non-external -[MTAppIntentsProvider setDelegate:]
000000025984b4cc (__TEXT,__text) non-external -[MTAppIntentsProvider setManager:]
000000025984b174 (__TEXT,__text) non-external -[MTLegacyStopwatchMigrator .cxx_destruct]
000000025984b164 (__TEXT,__text) non-external -[MTLegacyStopwatchMigrator currentInterval]
000000025984b0bc (__TEXT,__text) non-external -[MTLegacyStopwatchMigrator defaults]
000000025984af44 (__TEXT,__text) non-external -[MTLegacyStopwatchMigrator eraseLocalDefaults]
000000025984acac (__TEXT,__text) non-external -[MTLegacyStopwatchMigrator generateStopwatchFromDefaults]
000000025984a578 (__TEXT,__text) non-external -[MTLegacyStopwatchMigrator initWithDefaults:manager:]
