00000002870d35ec (__TEXT,__text) non-external +[CIDVUIProofingConfiguration supportsSecureCoding]
00000002870d4b00 (__TEXT,__text) non-external +[RBSProcessIdentity(DIDeprecated) di_identityForEmbeddedApplicationIdentifier:]
00000002870d4b14 (__TEXT,__text) non-external +[UIScreen(DIDeprecated) di_mainScreen]
00000002870d3034 (__TEXT,__text) non-external -[CIDVUIBindingDetails .cxx_destruct]
00000002870d3020 (__TEXT,__text) non-external -[CIDVUIBindingDetails passDescriptions]
00000002870d3028 (__TEXT,__text) non-external -[CIDVUIBindingDetails setPassDescriptions:]
00000002870d3014 (__TEXT,__text) non-external -[CIDVUIBindingDetails setTemplateUUIDs:]
00000002870d300c (__TEXT,__text) non-external -[CIDVUIBindingDetails templateUUIDs]
00000002870d2eac (__TEXT,__text) non-external -[CIDVUIBiometricBindingAttestations .cxx_destruct]
00000002870d2e2c (__TEXT,__text) non-external -[CIDVUIBiometricBindingAttestations initWithProgenitorKeyAttestation:]
00000002870d2ea0 (__TEXT,__text) non-external -[CIDVUIBiometricBindingAttestations progenitorKeyAttestation]
00000002870d3004 (__TEXT,__text) non-external -[CIDVUIBiometricBindingEnrollmentProvider biometricEnrollmentACLType]
00000002870d2ef0 (__TEXT,__text) non-external -[CIDVUIBiometricBindingEnrollmentProvider enrollWithCompletion:]
00000002870d2f78 (__TEXT,__text) non-external -[CIDVUIBiometricBindingEnrollmentProvider fetchAttestationsWithCompletion:]
00000002870d2eb8 (__TEXT,__text) non-external -[CIDVUIBiometricBindingEnrollmentProvider init]
00000002870d30c0 (__TEXT,__text) non-external -[CIDVUIBiometricBindingFlowManager deleteBoundACLWithCompletion:]
00000002870d30b0 (__TEXT,__text) non-external -[CIDVUIBiometricBindingFlowManager evaluateBoundACL:]
00000002870d3150 (__TEXT,__text) non-external -[CIDVUIBiometricBindingFlowManager fetchBiometricBindingDetails:]
00000002870d3278 (__TEXT,__text) non-external -[CIDVUIBiometricBindingFlowManager globalAuthACLTemplateUUIDsAndBoundCredentialsCountWithCompletion:]
