000000027b3cb3a8 (__TEXT,__text) non-external +[CLLocationManager(WeatherCore) wc_authorizationStatus]
000000027b3cb39c (__TEXT,__text) non-external +[NSLocale(WeatherCore) wc_setPreferredTemperatureUnit:]
000000027b3ca9b4 (__TEXT,__text) non-external +[NSUbiquitousKeyValueStore(WeatherCore) wc_sharedInstance]
000000027b616dd8 (__TEXT,__text) non-external +[NSUbiquitousKeyValueStore(WeatherCore) wc_sharedInstance].cold.1
000000027b3cb3c4 (__TEXT,__text) non-external +[NSUserDefaults(WeatherCore) wc_userDefaultsWithSuiteName:backupDisabled:]
000000027b3cbbbc (__TEXT,__text) non-external +[WCAccountStoreBridge account]
000000027b3cb3bc (__TEXT,__text) non-external +[WCCapabilities isSeedBuild]
000000027b3cc934 (__TEXT,__text) non-external +[WCCloudMigrator isRunningInTheWeatherAppProcess]
000000027b3cb424 (__TEXT,__text) non-external +[WCDefaultCity cityFromAlCity:]
000000027b3ca334 (__TEXT,__text) non-external +[WCDistributedNotificationCenter defaultCenter]
000000027b616dc4 (__TEXT,__text) non-external +[WCDistributedNotificationCenter defaultCenter].cold.1
000000027b3cbd74 (__TEXT,__text) non-external +[WCMobileGestaltBridge _getStringAnswer:]
000000027b3cbd68 (__TEXT,__text) non-external +[WCMobileGestaltBridge buildVersion]
000000027b3cbd7c (__TEXT,__text) non-external +[WCMobileGestaltBridge isChineseSKU]
000000027b3cbfb0 (__TEXT,__text) non-external +[WCMobileGestaltBridge isGreenTea]
000000027b3cbd44 (__TEXT,__text) non-external +[WCMobileGestaltBridge isIPad]
000000027b3cbea0 (__TEXT,__text) non-external +[WCMobileGestaltBridge isJapaneseSKU]
000000027b3cbd50 (__TEXT,__text) non-external +[WCMobileGestaltBridge marketingProductName]
000000027b3cbd5c (__TEXT,__text) non-external +[WCMobileGestaltBridge productVersion]
000000027b3cbb80 (__TEXT,__text) non-external -[NPSManagerBridge init]
000000027b3cbbb8 (__TEXT,__text) non-external -[NPSManagerBridge synchronizeUserDefaultsDomain:keys:container:appGroupContainer:]
000000027b3cbc14 (__TEXT,__text) non-external -[NSArray(WeatherCore) wc_allObjectsPassTest:]
000000027b3cb824 (__TEXT,__text) non-external -[NSDate(WeatherCore) wc_timeIntervalUntilNow]
000000027b3caa5c (__TEXT,__text) non-external -[NSUbiquitousKeyValueStore(WeatherCore) wc_synchronizeWithCompletionHandler:]
000000027b3cc9ac (__TEXT,__text) non-external -[WCCloudMigrator .cxx_destruct]
000000027b3cc9a4 (__TEXT,__text) non-external -[WCCloudMigrator deviceLookup]
000000027b3cc60c (__TEXT,__text) non-external -[WCCloudMigrator eraseStoreIfNeeded:]
