00000002763b3e44 (__TEXT,__text) non-external +[CLLocationManager(WeatherCore) wc_authorizationStatus]
00000002763b3e38 (__TEXT,__text) non-external +[NSLocale(WeatherCore) wc_setPreferredTemperatureUnit:]
00000002763b348c (__TEXT,__text) non-external +[NSUbiquitousKeyValueStore(WeatherCore) wc_sharedInstance]
00000002765e9358 (__TEXT,__text) non-external +[NSUbiquitousKeyValueStore(WeatherCore) wc_sharedInstance].cold.1
00000002763b3e60 (__TEXT,__text) non-external +[NSUserDefaults(WeatherCore) wc_userDefaultsWithSuiteName:backupDisabled:]
00000002763b4660 (__TEXT,__text) non-external +[WCAccountStoreBridge account]
00000002763b3e58 (__TEXT,__text) non-external +[WCCapabilities isSeedBuild]
00000002763b53ec (__TEXT,__text) non-external +[WCCloudMigrator isRunningInTheWeatherAppProcess]
00000002763b3ec0 (__TEXT,__text) non-external +[WCDefaultCity cityFromAlCity:]
00000002763b2e58 (__TEXT,__text) non-external +[WCDistributedNotificationCenter defaultCenter]
00000002765e9344 (__TEXT,__text) non-external +[WCDistributedNotificationCenter defaultCenter].cold.1
00000002763b4818 (__TEXT,__text) non-external +[WCMobileGestaltBridge _getStringAnswer:]
00000002763b480c (__TEXT,__text) non-external +[WCMobileGestaltBridge buildVersion]
00000002763b4820 (__TEXT,__text) non-external +[WCMobileGestaltBridge isChineseSKU]
00000002763b4a54 (__TEXT,__text) non-external +[WCMobileGestaltBridge isGreenTea]
00000002763b47e8 (__TEXT,__text) non-external +[WCMobileGestaltBridge isIPad]
00000002763b4944 (__TEXT,__text) non-external +[WCMobileGestaltBridge isJapaneseSKU]
00000002763b47f4 (__TEXT,__text) non-external +[WCMobileGestaltBridge marketingProductName]
00000002763b4800 (__TEXT,__text) non-external +[WCMobileGestaltBridge productVersion]
00000002763b4624 (__TEXT,__text) non-external -[NPSManagerBridge init]
00000002763b465c (__TEXT,__text) non-external -[NPSManagerBridge synchronizeUserDefaultsDomain:keys:container:appGroupContainer:]
00000002763b46b8 (__TEXT,__text) non-external -[NSArray(WeatherCore) wc_allObjectsPassTest:]
00000002763b42c0 (__TEXT,__text) non-external -[NSDate(WeatherCore) wc_timeIntervalUntilNow]
00000002763b3520 (__TEXT,__text) non-external -[NSUbiquitousKeyValueStore(WeatherCore) wc_synchronizeWithCompletionHandler:]
00000002763b5464 (__TEXT,__text) non-external -[WCCloudMigrator .cxx_destruct]
00000002763b545c (__TEXT,__text) non-external -[WCCloudMigrator deviceLookup]
00000002763b50c8 (__TEXT,__text) non-external -[WCCloudMigrator eraseStoreIfNeeded:]
00000002763b4a58 (__TEXT,__text) non-external -[WCCloudMigrator init]
00000002763b4b6c (__TEXT,__text) non-external -[WCCloudMigrator migrateStore:toStore:completionBlock:]
