00007ffb04550c40 (__TEXT,__text) non-external +[LNAppConnectionListener sharedListener]
00007ffb04558284 (__TEXT,__text) non-external +[LNClientConnection currentAuditToken]
00007ffb0455829d (__TEXT,__text) non-external +[LNClientConnection performWithoutTimeout:]
00007ffb045522d2 (__TEXT,__text) non-external +[LNProcessInstanceRegistryClient sharedInstance]
00007ffb045504df (__TEXT,__text) non-external +[LNUserActivityHelper associateAppIntentWithUserActivity:completionHandler:]
00007ffb0455900a (__TEXT,__text) non-external -[CSSearchableItemAttributeSet(Temporary) setCachedViewDataSafe:]
00007ffb04550548 (__TEXT,__text) non-external -[LNAppConnectionListener handleAppleEvent:withReplyEvent:]
00007ffb045504f8 (__TEXT,__text) non-external -[LNAppConnectionListener listenerEndpoint]
00007ffb04551b96 (__TEXT,__text) non-external -[LNAppContextWrapper .cxx_destruct]
00007ffb04551b8c (__TEXT,__text) non-external -[LNAppContextWrapper appContext]
00007ffb04551a30 (__TEXT,__text) non-external -[LNAppContextWrapper init]
00007ffb04551a98 (__TEXT,__text) non-external -[LNAppContextWrapper performAction:options:reportingProgress:delegate:auditToken:completionHandler:]
00007ffb04555395 (__TEXT,__text) non-external -[LNClientConnection .cxx_destruct]
00007ffb04555357 (__TEXT,__text) non-external -[LNClientConnection appContext]
00007ffb0455537f (__TEXT,__text) non-external -[LNClientConnection connectionListener]
00007ffb04554e97 (__TEXT,__text) non-external -[LNClientConnection createAsyncIteratorForSequence:options:completionHandler:]
00007ffb045524db (__TEXT,__text) non-external -[LNClientConnection dealloc]
00007ffb04552570 (__TEXT,__text) non-external -[LNClientConnection enqueuePerformActionOperation:]
00007ffb045545a7 (__TEXT,__text) non-external -[LNClientConnection exportTransientEntities:withConfiguration:completionHandler:]
00007ffb04553c89 (__TEXT,__text) non-external -[LNClientConnection fetchActionAppContextFromAction:completionHandler:]
00007ffb04553e3d (__TEXT,__text) non-external -[LNClientConnection fetchActionForAppShortcutIdentifier:completionHandler:]
00007ffb04553d63 (__TEXT,__text) non-external -[LNClientConnection fetchActionForAutoShortcutPhrase:completionHandler:]
00007ffb0455381b (__TEXT,__text) non-external -[LNClientConnection fetchActionOutputValueWithIdentifier:completionHandler:]
00007ffb045540b4 (__TEXT,__text) non-external -[LNClientConnection fetchAppShortcutParametersWithCompletionHandler:]
