00000001f40aa750 (__TEXT,__text) non-external +[HDDiagnosticOperation operationWithAttachmentDirectoryURL:]
00000001f40a8614 (__TEXT,__text) non-external +[HDOntologyDiagnosticOperation _appendEntry:tableFormatter:]
00000001f40aa24c (__TEXT,__text) non-external +[HDSyncAnchorEntity(HealthDiagnosticExtension) hde_reportSyncAnchorsForSyncProvenance:diagnosticOperation:database:]
00000001f40a3cb8 (__TEXT,__text) non-external -[HDCloudSyncDiagnosticOperation _reportCloudSyncDescriptionWithHealthStore:]
00000001f40a3344 (__TEXT,__text) non-external -[HDCloudSyncDiagnosticOperation _reportCloudSyncErrors]
00000001f40a2e40 (__TEXT,__text) non-external -[HDCloudSyncDiagnosticOperation _reportCloudSyncJournalStats]
00000001f40a2fb4 (__TEXT,__text) non-external -[HDCloudSyncDiagnosticOperation _reportCloudSyncKeyValuesWithDatabase:]
00000001f40a2b40 (__TEXT,__text) non-external -[HDCloudSyncDiagnosticOperation _reportCloudSyncStatusWithHealthStore:]
00000001f40a34b4 (__TEXT,__text) non-external -[HDCloudSyncDiagnosticOperation _reportCloudSyncStoreDetailsWithDatabase:]
00000001f40a3764 (__TEXT,__text) non-external -[HDCloudSyncDiagnosticOperation _reportCloudSyncStoreDetailsWithSyncProvenance:storeUUID:database:]
00000001f40a2a48 (__TEXT,__text) non-external -[HDCloudSyncDiagnosticOperation reportFilename]
00000001f40a2a54 (__TEXT,__text) non-external -[HDCloudSyncDiagnosticOperation run]
00000001f40a298c (__TEXT,__text) non-external -[HDDaemonDiagnosticOperation _daemonUserDefaultValueForKey:]
00000001f40a2484 (__TEXT,__text) non-external -[HDDaemonDiagnosticOperation reportFilename]
00000001f40a2490 (__TEXT,__text) non-external -[HDDaemonDiagnosticOperation run]
00000001f40a4138 (__TEXT,__text) non-external -[HDDatabaseDiagnosticOperation _captureUnprotectedDatabaseAtURL:protectedDatabaseAtURL:reason:]
00000001f40a4a6c (__TEXT,__text) non-external -[HDDatabaseDiagnosticOperation _reportJournalStatisticsInSubdirectory:profileDirectory:]
00000001f40a439c (__TEXT,__text) non-external -[HDDatabaseDiagnosticOperation _reportMedicalIDStatistics]
