00007ffd18213fa9 (__TEXT,__text) non-external +[WFAutomatorVariableRegistry variableWithIdentifier:]
00007ffd182110d0 (__TEXT,__text) non-external +[WFBluetoothUtilities fetchBluetoothDevicesWithReceiver:]
00007ffd1821144a (__TEXT,__text) non-external +[WFSiriSettings isHeySiriEnabled]
00007ffd182113fe (__TEXT,__text) non-external +[WFSiriSettings isSiriEnabled]
00007ffd18211496 (__TEXT,__text) non-external +[WFSiriSettings localizedTriggerPhraseWithMessage:]
00007ffd182115a7 (__TEXT,__text) non-external +[WFSiriSettings localizedTriggerPhrase]
00007ffd18211cd7 (__TEXT,__text) non-external -[WFAppContentLocation(Icon) icon]
00007ffd1821177d (__TEXT,__text) non-external -[WFColor(CocoaScripting) scriptingRGBColorDescriptor]
00007ffd18211b5c (__TEXT,__text) non-external -[WFContentLocation(Icon) icon]
00007ffd18214846 (__TEXT,__text) non-external -[WFLibraryLayoutMetrics .cxx_destruct]
00007ffd182147d1 (__TEXT,__text) non-external -[WFLibraryLayoutMetrics appIconFormat]
00007ffd18214708 (__TEXT,__text) non-external -[WFLibraryLayoutMetrics copyWithZone:]
00007ffd18214827 (__TEXT,__text) non-external -[WFLibraryLayoutMetrics cornerRadius]
00007ffd182147df (__TEXT,__text) non-external -[WFLibraryLayoutMetrics floatingViewConfiguration]
00007ffd18214478 (__TEXT,__text) non-external -[WFLibraryLayoutMetrics initWithViewWidth:layoutMargins:]
00007ffd18214801 (__TEXT,__text) non-external -[WFLibraryLayoutMetrics interitemSpacing]
00007ffd18214832 (__TEXT,__text) non-external -[WFLibraryLayoutMetrics itemsPerBanner]
00007ffd1821483c (__TEXT,__text) non-external -[WFLibraryLayoutMetrics itemsPerRow]
00007ffd1821480c (__TEXT,__text) non-external -[WFLibraryLayoutMetrics lineSpacing]
00007ffd182147d9 (__TEXT,__text) non-external -[WFLibraryLayoutMetrics scaledValueForValue:]
00007ffd182147e9 (__TEXT,__text) non-external -[WFLibraryLayoutMetrics sectionInset]
00007ffd1821477b (__TEXT,__text) non-external -[WFLibraryLayoutMetrics workflowButtonDimension]
00007ffd18214729 (__TEXT,__text) non-external -[WFLibraryLayoutMetrics workflowGlyphDimension]
00007ffd18214713 (__TEXT,__text) non-external -[WFLibraryLayoutMetrics workflowGlyphSize]
