00000001c8a342d0 (__TEXT,__text) non-external +[RVMenuItem lookupTextForText:]
00000001c8a32764 (__TEXT,__text) non-external +[RVPopoverPresenter closeAll]
00000001c8a36cbc (__TEXT,__text) non-external +[RVPresenter sharedPresenter]
00000001c8a344e8 (__TEXT,__text) non-external +[RVTranslateMenuItem _isServiceAvailableForItem:presentingContext:]
00000001c8a3445c (__TEXT,__text) non-external +[RVTranslateMenuItem isAvailableForItem:presentingContext:]
00000001c8a34500 (__TEXT,__text) non-external +[RVTranslateMenuItem translateTextForItem:]
00000001c8a359e8 (__TEXT,__text) non-external -[RVGestureDelegate .cxx_destruct]
00000001c8a35ab4 (__TEXT,__text) non-external -[RVGestureDelegate actualGestureDelegate]
00000001c8a35a8c (__TEXT,__text) non-external -[RVGestureDelegate item]
00000001c8a35a64 (__TEXT,__text) non-external -[RVGestureDelegate lookupFlavor]
00000001c8a35aa0 (__TEXT,__text) non-external -[RVGestureDelegate presenter]
00000001c8a35fdc (__TEXT,__text) non-external -[RVGestureDelegate recognizerDidCancelAnimation:]
00000001c8a35bb0 (__TEXT,__text) non-external -[RVGestureDelegate recognizerDidCompleteAnimation:]
00000001c8a35ac0 (__TEXT,__text) non-external -[RVGestureDelegate recognizerDidDismissAnimation:]
00000001c8a360fc (__TEXT,__text) non-external -[RVGestureDelegate recognizerDidUpdateAnimation:]
00000001c8a361c0 (__TEXT,__text) non-external -[RVGestureDelegate recognizerWillBeginAnimation:]
00000001c8a35aac (__TEXT,__text) non-external -[RVGestureDelegate setActualGestureDelegate:]
00000001c8a35a84 (__TEXT,__text) non-external -[RVGestureDelegate setItem:]
00000001c8a35a5c (__TEXT,__text) non-external -[RVGestureDelegate setLookupFlavor:]
00000001c8a35a98 (__TEXT,__text) non-external -[RVGestureDelegate setPresenter:]
00000001c8a35a70 (__TEXT,__text) non-external -[RVGestureDelegate setSpecializedController:]
00000001c8a35a78 (__TEXT,__text) non-external -[RVGestureDelegate specializedController]
00000001c8a33e2c (__TEXT,__text) non-external -[RVMenuItem .cxx_destruct]
