
/System/Library/PrivateFrameworks/UniversalAccess.framework/Versions/Current/Frameworks/UAEHCommon.framework/Versions/Current/Libraries/libUAEHOther.dylib (for architecture x86_64):
0000000000004ddd (__TEXT,__text) non-external +[UAEHStickyKeyOverlayWindow _modifierKeyTextFieldForModifierID:]
000000000000739a (__TEXT,__text) non-external -[UAEHLiveCaptionsDriver _toggleLiveCaptions]
000000000000735f (__TEXT,__text) non-external -[UAEHLiveCaptionsDriver handleEvent:]
000000000000175e (__TEXT,__text) non-external -[UAEHLiveCaptionsEnablementAlertController .cxx_destruct]
00000000000015d2 (__TEXT,__text) non-external -[UAEHLiveCaptionsEnablementAlertController _setupVisualsAgentXPC]
0000000000001743 (__TEXT,__text) non-external -[UAEHLiveCaptionsEnablementAlertController _visualsAgent]
0000000000001595 (__TEXT,__text) non-external -[UAEHLiveCaptionsEnablementAlertController enableWithAlertIfNeeded]
0000000000001549 (__TEXT,__text) non-external -[UAEHLiveCaptionsEnablementAlertController init]
000000000000174d (__TEXT,__text) non-external -[UAEHLiveCaptionsEnablementAlertController set_visualsAgent:]
0000000000001532 (__TEXT,__text) non-external -[UAEHLiveSpeechDriver _toggleLiveSpeech]
0000000000001504 (__TEXT,__text) non-external -[UAEHLiveSpeechDriver applySettingsFromPreferences]
0000000000001484 (__TEXT,__text) non-external -[UAEHLiveSpeechDriver handleEvent:]
00000000000073e4 (__TEXT,__text) non-external -[UAEHLiveSpeechDriver handleEvent:].cold.1
0000000000001520 (__TEXT,__text) non-external -[UAEHLiveSpeechDriver userSessionDidChange]
000000000000357c (__TEXT,__text) non-external -[UAEHMouseDriver .cxx_destruct]
00000000000034e6 (__TEXT,__text) non-external -[UAEHMouseDriver _consecutiveClickCount]
0000000000003097 (__TEXT,__text) non-external -[UAEHMouseDriver _displayMouseKeysAlert]
0000000000002ddb (__TEXT,__text) non-external -[UAEHMouseDriver _enableMouseKeys:systemLevel:reason:]
000000000000308d (__TEXT,__text) non-external -[UAEHMouseDriver _hasMouseKeysVirtualNumPad]
00000000000027f1 (__TEXT,__text) non-external -[UAEHMouseDriver _hotKeyAction:]
000000000000230a (__TEXT,__text) non-external -[UAEHMouseDriver _hotKeyEvent:]
00000000000022d1 (__TEXT,__text) non-external -[UAEHMouseDriver _hotKeyEventData:]
00000000000024da (__TEXT,__text) non-external -[UAEHMouseDriver _hotKeyFirstAction:]
00000000000034c2 (__TEXT,__text) non-external -[UAEHMouseDriver _initialDelay]
0000000000003420 (__TEXT,__text) non-external -[UAEHMouseDriver _isEnabled]
0000000000002ce6 (__TEXT,__text) non-external -[UAEHMouseDriver _isLaptop]
0000000000003441 (__TEXT,__text) non-external -[UAEHMouseDriver _isLeftMouseButtonDown]
00000000000022a4 (__TEXT,__text) non-external -[UAEHMouseDriver _isNoDelayEvent:]
