00007ffc1326a3f5 (__TEXT,__text) non-external +[TTSVBSettings sharedInstance]
00007ffc1326a0f4 (__TEXT,__text) non-external +[TTSVBSiriTTSTrainerAudioQualityHelper assessAudioForBuffers:]
00007ffc132690b0 (__TEXT,__text) non-external +[TTSVBSiriTTSTrainingWrapper isSiriTrainingAvailable]
00007ffc132690ec (__TEXT,__text) non-external +[TTSVBSiriTTSTrainingWrapper siriTTSTrainingBundle]
00007ffc1326a59a (__TEXT,__text) non-external -[TTSVBSettings .cxx_destruct]
00007ffc1326a56e (__TEXT,__text) non-external -[TTSVBSettings allowAppUsageDuringCalls]
00007ffc1326a4d1 (__TEXT,__text) non-external -[TTSVBSettings allowAppUsage]
00007ffc1326a57f (__TEXT,__text) non-external -[TTSVBSettings defaults]
00007ffc1326a44a (__TEXT,__text) non-external -[TTSVBSettings init]
00007ffc1326a51d (__TEXT,__text) non-external -[TTSVBSettings setAllowAppUsage:]
00007ffc1326a579 (__TEXT,__text) non-external -[TTSVBSettings setAllowAppUsageDuringCalls:]
00007ffc1326a589 (__TEXT,__text) non-external -[TTSVBSettings setDefaults:]
00007ffc1326d33b (__TEXT,__text) non-external -[TTSVBSiriTTSTrainerSession .cxx_destruct]
00007ffc1326d294 (__TEXT,__text) non-external -[TTSVBSiriTTSTrainerSession _replyQueue:]
00007ffc1326d320 (__TEXT,__text) non-external -[TTSVBSiriTTSTrainerSession calloutQueue]
00007ffc1326cd7a (__TEXT,__text) non-external -[TTSVBSiriTTSTrainerSession cancelTask:replyOnQueue:completionHandler:]
00007ffc1326d0dc (__TEXT,__text) non-external -[TTSVBSiriTTSTrainerSession cancelTaskWithID:replyOnQueue:completionHandler:]
00007ffc1326cb02 (__TEXT,__text) non-external -[TTSVBSiriTTSTrainerSession discardTrainingTasksReplyOnQueue:completionHandler:]
00007ffc1326b3ce (__TEXT,__text) non-external -[TTSVBSiriTTSTrainerSession fetchTrainingScriptsWithLocaleID:scriptType:replyOnQueue:completion:]
00007ffc1326aa58 (__TEXT,__text) non-external -[TTSVBSiriTTSTrainerSession getAllAvailableLocales]
00007ffc1326c57b (__TEXT,__text) non-external -[TTSVBSiriTTSTrainerSession getAllTasksReplyOnQueue:statusHandler:]
00007ffc1326bb5a (__TEXT,__text) non-external -[TTSVBSiriTTSTrainerSession getTaskByID:replyOnQueue:statusHandler:]
00007ffc1326bf81 (__TEXT,__text) non-external -[TTSVBSiriTTSTrainerSession getTasksByIDs:replyOnQueue:statusHandler:]
00007ffc1326a5aa (__TEXT,__text) non-external -[TTSVBSiriTTSTrainerSession init]
00007ffc1326afed (__TEXT,__text) non-external -[TTSVBSiriTTSTrainerSession installAsset:progress:completion:]
00007ffc1326a753 (__TEXT,__text) non-external -[TTSVBSiriTTSTrainerSession installableTrainingAssetsForLocaleID:]
00007ffc1326ab85 (__TEXT,__text) non-external -[TTSVBSiriTTSTrainerSession installedTrainingAssetsForLocaleID:]
00007ffc1326d2ea (__TEXT,__text) non-external -[TTSVBSiriTTSTrainerSession session]
00007ffc1326d32a (__TEXT,__text) non-external -[TTSVBSiriTTSTrainerSession setCalloutQueue:]
00007ffc1326d2f4 (__TEXT,__text) non-external -[TTSVBSiriTTSTrainerSession setSession:]
00007ffc1326d30f (__TEXT,__text) non-external -[TTSVBSiriTTSTrainerSession setSiriTrainingQueue:]
00007ffc1326d305 (__TEXT,__text) non-external -[TTSVBSiriTTSTrainerSession siriTrainingQueue]
00007ffc1326b831 (__TEXT,__text) non-external -[TTSVBSiriTTSTrainerSession startTraining:replyOnQueue:trainingStartedHandler:]
00007ffc1326b2a7 (__TEXT,__text) non-external -[TTSVBSiriTTSTrainerSession uninstallAsset:]
00007ffc13269f8c (__TEXT,__text) non-external -[TTSVBSiriTTSTrainerTask .cxx_destruct]
00007ffc13269f3e (__TEXT,__text) non-external -[TTSVBSiriTTSTrainerTask _ttsvbStatusForSiriTaskStatus:]
