000000027333868c (__TEXT,__text) non-external +[NSTextField(WFAlertTextField) usesSuggestions]
0000000273337230 (__TEXT,__text) non-external +[WFAppKitAlertPresenter presentAlert:window:]
0000000273337af0 (__TEXT,__text) non-external +[WFAppKitAlertPresenter presentAlert:withUserInterface:]
0000000273339100 (__TEXT,__text) non-external +[WFContentItemProxy previewRetrievalQueue]
000000027333a308 (__TEXT,__text) non-external +[WFPlatterConfiguration defaultConfiguration]
000000027333bf98 (__TEXT,__text) non-external +[WFQuickActionSurfaceStatus availabilityOfSurface:]
000000027333c030 (__TEXT,__text) non-external +[WFQuickActionSurfaceStatus sharedStatus]
000000027333ab3c (__TEXT,__text) non-external -[NSLayoutConstraint(Workflow) wf_withPriority:]
0000000273338594 (__TEXT,__text) non-external -[NSTextField(WFAlertTextField) alertAutocapitalizationType]
00000002733385b4 (__TEXT,__text) non-external -[NSTextField(WFAlertTextField) alertClearButtonMode]
0000000273338580 (__TEXT,__text) non-external -[NSTextField(WFAlertTextField) alertReturnKeyType]
00000002733385a8 (__TEXT,__text) non-external -[NSTextField(WFAlertTextField) alertTextInputMode]
0000000273338680 (__TEXT,__text) non-external -[NSTextField(WFAlertTextField) placeholder]
0000000273338590 (__TEXT,__text) non-external -[NSTextField(WFAlertTextField) setAlertAutocapitalizationType:]
00000002733385b0 (__TEXT,__text) non-external -[NSTextField(WFAlertTextField) setAlertClearButtonMode:]
000000027333857c (__TEXT,__text) non-external -[NSTextField(WFAlertTextField) setAlertReturnKeyType:]
00000002733385a4 (__TEXT,__text) non-external -[NSTextField(WFAlertTextField) setAlertTextInputMode:]
000000027333867c (__TEXT,__text) non-external -[NSTextField(WFAlertTextField) setPlaceholder:]
00000002733385c4 (__TEXT,__text) non-external -[NSTextField(WFAlertTextField) setSuggestions:]
0000000273338684 (__TEXT,__text) non-external -[NSTextField(WFAlertTextField) setText:]
0000000273338674 (__TEXT,__text) non-external -[NSTextField(WFAlertTextField) suggestions]
0000000273338688 (__TEXT,__text) non-external -[NSTextField(WFAlertTextField) text]
000000027333cc98 (__TEXT,__text) non-external -[WFAction(ChronoServices) setWidgetFamily:]
000000027333cbd8 (__TEXT,__text) non-external -[WFAction(ChronoServices) widgetFamily]
0000000273337f34 (__TEXT,__text) non-external -[WFActionUserInterface .cxx_destruct]
0000000273337fb4 (__TEXT,__text) non-external -[WFActionUserInterface attribution]
0000000273338044 (__TEXT,__text) non-external -[WFActionUserInterface cancelPresentationWithCompletionHandler:]
0000000273337fc8 (__TEXT,__text) non-external -[WFActionUserInterface delegate]
00000002733382a0 (__TEXT,__text) non-external -[WFActionUserInterface initWithUserInterfaceType:attribution:]
000000027333820c (__TEXT,__text) non-external -[WFActionUserInterface presentationAnchor]
0000000273337fa4 (__TEXT,__text) non-external -[WFActionUserInterface runningContext]
0000000273337fbc (__TEXT,__text) non-external -[WFActionUserInterface setDelegate:]
0000000273337f98 (__TEXT,__text) non-external -[WFActionUserInterface setRunningContext:]
000000027333819c (__TEXT,__text) non-external -[WFActionUserInterface setWindow:]
0000000273337ff4 (__TEXT,__text) non-external -[WFActionUserInterface userInterfaceType]
