0000000273177984 (__TEXT,__text) non-external +[WFAutomatorVariableRegistry variableWithIdentifier:]
0000000273174d2c (__TEXT,__text) non-external +[WFBluetoothUtilities fetchBluetoothDevicesWithReceiver:]
0000000273175330 (__TEXT,__text) non-external +[WFSiriSettings isHeySiriEnabled]
0000000273175378 (__TEXT,__text) non-external +[WFSiriSettings isSiriEnabled]
0000000273175224 (__TEXT,__text) non-external +[WFSiriSettings localizedTriggerPhraseWithMessage:]
0000000273175054 (__TEXT,__text) non-external +[WFSiriSettings localizedTriggerPhrase]
0000000273175918 (__TEXT,__text) non-external -[WFAppContentLocation(Icon) icon]
00000002731753c0 (__TEXT,__text) non-external -[WFColor(CocoaScripting) scriptingRGBColorDescriptor]
00000002731757b8 (__TEXT,__text) non-external -[WFContentLocation(Icon) icon]
0000000273177f34 (__TEXT,__text) non-external -[WFLibraryLayoutMetrics .cxx_destruct]
0000000273177f88 (__TEXT,__text) non-external -[WFLibraryLayoutMetrics appIconFormat]
000000027317806c (__TEXT,__text) non-external -[WFLibraryLayoutMetrics copyWithZone:]
0000000273177f50 (__TEXT,__text) non-external -[WFLibraryLayoutMetrics cornerRadius]
0000000273177f7c (__TEXT,__text) non-external -[WFLibraryLayoutMetrics floatingViewConfiguration]
0000000273178070 (__TEXT,__text) non-external -[WFLibraryLayoutMetrics initWithViewWidth:layoutMargins:]
0000000273177f68 (__TEXT,__text) non-external -[WFLibraryLayoutMetrics interitemSpacing]
0000000273177f48 (__TEXT,__text) non-external -[WFLibraryLayoutMetrics itemsPerBanner]
0000000273177f40 (__TEXT,__text) non-external -[WFLibraryLayoutMetrics itemsPerRow]
0000000273177f60 (__TEXT,__text) non-external -[WFLibraryLayoutMetrics lineSpacing]
0000000273177f84 (__TEXT,__text) non-external -[WFLibraryLayoutMetrics scaledValueForValue:]
0000000273177f70 (__TEXT,__text) non-external -[WFLibraryLayoutMetrics sectionInset]
0000000273177fb4 (__TEXT,__text) non-external -[WFLibraryLayoutMetrics workflowButtonDimension]
0000000273177ff0 (__TEXT,__text) non-external -[WFLibraryLayoutMetrics workflowGlyphDimension]
0000000273178050 (__TEXT,__text) non-external -[WFLibraryLayoutMetrics workflowGlyphSize]
0000000273177f90 (__TEXT,__text) non-external -[WFLibraryLayoutMetrics workflowIconToLabelMargin]
0000000273177f58 (__TEXT,__text) non-external -[WFLibraryLayoutMetrics workflowSize]
0000000273175b9c (__TEXT,__text) non-external -[WFLibraryRunCoordinator .cxx_destruct]
00000002731766bc (__TEXT,__text) non-external -[WFLibraryRunCoordinator accessibilityAnnounce:]
