00007ffb13835b40 (__TEXT,__text) non-external +[STKAnimatedStickerUtilities downSampledHeicsDataFromData:maxLength:]
00007ffb138369da (__TEXT,__text) non-external +[STKFrameTimeCalculator createFramesFromImages:durations:]
00007ffb13837a1b (__TEXT,__text) non-external +[STKImageData UTITypeForData:]
00007ffb13837a96 (__TEXT,__text) non-external +[STKImageData UTTypeForData:]
00007ffb13837d36 (__TEXT,__text) non-external +[STKImageData supportsASTC]
00007ffb13837683 (__TEXT,__text) non-external +[STKInternalSettings allowEmojiKeyboardSettingsValue]
00007ffb1383728c (__TEXT,__text) non-external +[STKInternalSettings allowEmojiKeyboard]
00007ffb13837333 (__TEXT,__text) non-external +[STKInternalSettings autoPopulateDebugPromptsSettingsValue]
00007ffb13837054 (__TEXT,__text) non-external +[STKInternalSettings autoPopulateDebugPrompts]
00007ffb138374a6 (__TEXT,__text) non-external +[STKInternalSettings autoSelectSingleAmbiguitySettingsValue]
00007ffb13837114 (__TEXT,__text) non-external +[STKInternalSettings autoSelectSingleAmbiguity]
00007ffb138377da (__TEXT,__text) non-external +[STKInternalSettings boolForKey:withDefaultValue:]
00007ffb13837368 (__TEXT,__text) non-external +[STKInternalSettings bypassPersonCheckSettingsValue]
00007ffb1383706f (__TEXT,__text) non-external +[STKInternalSettings bypassPersonCheck]
00007ffb1383778c (__TEXT,__text) non-external +[STKInternalSettings defaultGenmojiCandidateCountSettingsValue]
00007ffb138372e0 (__TEXT,__text) non-external +[STKInternalSettings defaultGenmojiCandidateCount]
00007ffb13837510 (__TEXT,__text) non-external +[STKInternalSettings defaultRewriteCountSettingsValue]
00007ffb138371c6 (__TEXT,__text) non-external +[STKInternalSettings defaultRewriteCount]
00007ffb138377c1 (__TEXT,__text) non-external +[STKInternalSettings defaultsKeyForKey:]
00007ffb13836f3b (__TEXT,__text) non-external +[STKInternalSettings defaults]
00007ffb138c0c04 (__TEXT,__text) non-external +[STKInternalSettings defaults].cold.1
