00007ffa169b0094 (__TEXT,__text) non-external +[CollationElement scopeToString:]
00007ffa169b1eb9 (__TEXT,__text) non-external -[CollationCore .cxx_destruct]
00007ffa169b179c (__TEXT,__text) non-external -[CollationCore appendCollationElement:]
00007ffa169b1e68 (__TEXT,__text) non-external -[CollationCore coll_elems]
00007ffa169b1e56 (__TEXT,__text) non-external -[CollationCore coll_uid]
00007ffa169b1d9f (__TEXT,__text) non-external -[CollationCore createEndpoint]
00007ffa169b10cd (__TEXT,__text) non-external -[CollationCore description]
00007ffa169b1e83 (__TEXT,__text) non-external -[CollationCore dq]
00007ffa169b1a69 (__TEXT,__text) non-external -[CollationCore enumerateCollationElements:]
00007ffa169b1b8b (__TEXT,__text) non-external -[CollationCore enumerateElements:]
00007ffa169b1e29 (__TEXT,__text) non-external -[CollationCore getID]
00007ffa169b137d (__TEXT,__text) non-external -[CollationCore getValidPaths:forBundleID:]
00007ffa169b0854 (__TEXT,__text) non-external -[CollationCore initWithID:]
00007ffa169b09c4 (__TEXT,__text) non-external -[CollationCore initWithXPC:]
00007ffa169b1dde (__TEXT,__text) non-external -[CollationCore isEmpty]
00007ffa169b1e9e (__TEXT,__text) non-external -[CollationCore listener]
00007ffa169b1e3b (__TEXT,__text) non-external -[CollationCore log]
00007ffa169b1143 (__TEXT,__text) non-external -[CollationCore mountPointOfBundleID:]
00007ffa169b0b3a (__TEXT,__text) non-external -[CollationCore packToXPC]
00007ffa169b0d0b (__TEXT,__text) non-external -[CollationCore parseMessage:]
00007ffa169baec4 (__TEXT,__text) non-external -[CollationCore parseMessage:].cold.1
00007ffa169baefc (__TEXT,__text) non-external -[CollationCore parseMessage:].cold.2
00007ffa169b1809 (__TEXT,__text) non-external -[CollationCore removeCollationElementWithPath:]
00007ffa169b1e72 (__TEXT,__text) non-external -[CollationCore setColl_elems:]
00007ffa169b1e5f (__TEXT,__text) non-external -[CollationCore setColl_uid:]
00007ffa169b1e8d (__TEXT,__text) non-external -[CollationCore setDq:]
