00000001ca83b710 (__TEXT,__text) non-external -[CUICatalog(LIRepSelection) _LI_iconImageWithName:size:scale:idiom:subtype:gamut:layoutDirection:]
                 (undefined) external _CFArrayAppendValue (from CoreFoundation)
                 (undefined) external _CFArrayCreate (from CoreFoundation)
                 (undefined) external _CFArrayCreateMutable (from CoreFoundation)
                 (undefined) external _CFArrayGetCount (from CoreFoundation)
                 (undefined) external _CFArrayGetTypeID (from CoreFoundation)
                 (undefined) external _CFArrayGetValueAtIndex (from CoreFoundation)
                 (undefined) external _CFAutorelease (from CoreFoundation)
                 (undefined) external _CFBooleanGetTypeID (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFBundleCopyBundleLocalizations (from CoreFoundation)
                 (undefined) external _CFBundleCopyBundleURL (from CoreFoundation)
                 (undefined) external _CFBundleCopyLocalizationsForPreferences (from CoreFoundation)
                 (undefined) external _CFBundleCopyResourceURL (from CoreFoundation)
                 (undefined) external _CFBundleCopyResourceURLForLocalization (from CoreFoundation)
                 (undefined) external _CFBundleGetIdentifier (from CoreFoundation)
                 (undefined) external _CFBundleGetInfoDictionary (from CoreFoundation)
                 (undefined) external _CFDataCreateWithBytesNoCopy (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryApplyFunction (from CoreFoundation)
                 (undefined) external _CFDictionaryContainsKey (from CoreFoundation)
                 (undefined) external _CFDictionaryCreate (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFEqual (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFLocaleCopyCurrent (from CoreFoundation)
                 (undefined) external _CFLocaleCopyPreferredLanguages (from CoreFoundation)
                 (undefined) external _CFLocaleGetLanguageCharacterDirection (from CoreFoundation)
                 (undefined) external _CFLocaleGetValue (from CoreFoundation)
                 (undefined) external _CFNumberCreate (from CoreFoundation)
                 (undefined) external _CFNumberGetValue (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateWithStream (from CoreFoundation)
                 (undefined) external _CFReadStreamClose (from CoreFoundation)
                 (undefined) external _CFReadStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFReadStreamOpen (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFSetAddValue (from CoreFoundation)
                 (undefined) external _CFSetContainsValue (from CoreFoundation)
                 (undefined) external _CFSetCreateMutable (from CoreFoundation)
                 (undefined) external _CFSetGetTypeID (from CoreFoundation)
                 (undefined) external _CFStringAppend (from CoreFoundation)
                 (undefined) external _CFStringCompare (from CoreFoundation)
                 (undefined) external _CFStringCreateMutable (from CoreFoundation)
                 (undefined) external _CFStringCreateMutableCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFileSystemRepresentation (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormatAndArguments (from CoreFoundation)
                 (undefined) external _CFStringCreateWithSubstring (from CoreFoundation)
                 (undefined) external _CFStringFind (from CoreFoundation)
                 (undefined) external _CFStringFindAndReplace (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetCharacterAtIndex (from CoreFoundation)
                 (undefined) external _CFStringGetLength (from CoreFoundation)
                 (undefined) external _CFStringGetTypeID (from CoreFoundation)
                 (undefined) external _CFStringHasPrefix (from CoreFoundation)
                 (undefined) external _CFURLCopyAbsoluteURL (from CoreFoundation)
                 (undefined) external _CFURLCopyFileSystemPath (from CoreFoundation)
                 (undefined) external _CFURLCopyResourcePropertyForKey (from CoreFoundation)
                 (undefined) external _CFURLCreateCopyAppendingPathComponent (from CoreFoundation)
                 (undefined) external _CFURLGetFileSystemRepresentation (from CoreFoundation)
                 (undefined) external _CGAffineTransformMakeTranslation (from CoreGraphics)
                 (undefined) external _CGBitmapAllocateData (from CoreGraphics)
                 (undefined) external _CGBitmapContextCreate (from CoreGraphics)
                 (undefined) external _CGBitmapContextCreateImage (from CoreGraphics)
                 (undefined) external _CGBitmapContextGetBytesPerRow (from CoreGraphics)
                 (undefined) external _CGBitmapContextGetData (from CoreGraphics)
                 (undefined) external _CGBitmapContextGetHeight (from CoreGraphics)
                 (undefined) external _CGBitmapContextGetWidth (from CoreGraphics)
                 (undefined) external _CGBitmapFreeData (from CoreGraphics)
                 (undefined) external _CGBitmapGetAlignedBytesPerRow (from CoreGraphics)
                 (undefined) external _CGBitmapGetFastestAlignment (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateDeviceRGB (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateWithName (from CoreGraphics)
                 (undefined) external _CGColorSpaceIsWideGamutRGB (from CoreGraphics)
                 (undefined) external _CGColorSpaceRelease (from CoreGraphics)
                 (undefined) external _CGContextAddEllipseInRect (from CoreGraphics)
                 (undefined) external _CGContextAddPath (from CoreGraphics)
                 (undefined) external _CGContextBeginTransparencyLayer (from CoreGraphics)
                 (undefined) external _CGContextClip (from CoreGraphics)
                 (undefined) external _CGContextClipToMask (from CoreGraphics)
                 (undefined) external _CGContextDrawImage (from CoreGraphics)
                 (undefined) external _CGContextEndTransparencyLayer (from CoreGraphics)
                 (undefined) external _CGContextFillRect (from CoreGraphics)
                 (undefined) external _CGContextRelease (from CoreGraphics)
                 (undefined) external _CGContextRestoreGState (from CoreGraphics)
                 (undefined) external _CGContextSaveGState (from CoreGraphics)
                 (undefined) external _CGContextSetCompositeOperation (from CoreGraphics)
                 (undefined) external _CGContextSetFillColor (from CoreGraphics)
                 (undefined) external _CGContextSetFillColorSpace (from CoreGraphics)
                 (undefined) external _CGContextSetInterpolationQuality (from CoreGraphics)
                 (undefined) external _CGDataProviderCreateWithCFData (from CoreGraphics)
                 (undefined) external _CGDataProviderCreateWithCopyOfData (from CoreGraphics)
                 (undefined) external _CGDataProviderCreateWithData (from CoreGraphics)
                 (undefined) external _CGDataProviderGetBytePtr (from CoreGraphics)
                 (undefined) external _CGDataProviderRelease (from CoreGraphics)
                 (undefined) external _CGDataProviderUngetBytePtr (from CoreGraphics)
                 (undefined) external _CGImageBlockGetBytesPerRow (from CoreGraphics)
                 (undefined) external _CGImageBlockGetData (from CoreGraphics)
                 (undefined) external _CGImageBlockSetGetImageBlock (from CoreGraphics)
                 (undefined) external _CGImageBlockSetRelease (from CoreGraphics)
                 (undefined) external _CGImageCreate (from CoreGraphics)
                 (undefined) external _CGImageCreateWithImageInRect (from CoreGraphics)
                 (undefined) external _CGImageGetBitmapInfo (from CoreGraphics)
                 (undefined) external _CGImageGetBytesPerRow (from CoreGraphics)
                 (undefined) external _CGImageGetColorSpace (from CoreGraphics)
                 (undefined) external _CGImageGetDataProvider (from CoreGraphics)
                 (undefined) external _CGImageGetHeight (from CoreGraphics)
                 (undefined) external _CGImageGetImageProvider (from CoreGraphics)
                 (undefined) external _CGImageGetWidth (from CoreGraphics)
                 (undefined) external _CGImageHasAlpha (from CoreGraphics)
                 (undefined) external _CGImageProviderCopyImageBlockSetWithOptions (from CoreGraphics)
                 (undefined) external _CGImageRelease (from CoreGraphics)
                 (undefined) external _CGImageRetain (from CoreGraphics)
                 (undefined) external _CGImageSourceCreateImageAtIndex (from ImageIO)
                 (undefined) external _CGImageSourceCreateWithURL (from ImageIO)
                 (undefined) external _CGImageSourceGetCount (from ImageIO)
                 (undefined) external _CGPathAddArc (from CoreGraphics)
                 (undefined) external _CGPathAddCurveToPoint (from CoreGraphics)
                 (undefined) external _CGPathAddLineToPoint (from CoreGraphics)
                 (undefined) external _CGPathCreateCopy (from CoreGraphics)
                 (undefined) external _CGPathCreateMutable (from CoreGraphics)
                 (undefined) external _CGPathMoveToPoint (from CoreGraphics)
                 (undefined) external _CGPointZero (from CoreGraphics)
                 (undefined) external _CGRectGetHeight (from CoreGraphics)
                 (undefined) external _CGRectGetMaxX (from CoreGraphics)
                 (undefined) external _CGRectGetMaxY (from CoreGraphics)
                 (undefined) external _CGRectGetMinX (from CoreGraphics)
                 (undefined) external _CGRectGetMinY (from CoreGraphics)
                 (undefined) external _CGRectGetWidth (from CoreGraphics)
                 (undefined) external _CGRectInset (from CoreGraphics)
                 (undefined) external _CGRectZero (from CoreGraphics)
                 (undefined) external _CGSizeZero (from CoreGraphics)
00000001ca83bc8c (__TEXT,__text) external _LIBytesNeededForGhostlyImageOfSize
00000001ca83bd54 (__TEXT,__text) external _LIBytesPerRowForGhostlyImageOfWidth
00000001ca83bcb8 (__TEXT,__text) non-external _LIConvertBGRA8888ToBGRA8888Grayscale
00000001ca836034 (__TEXT,__text) external _LICopyBestImageForVariantFromBundle
00000001ca835690 (__TEXT,__text) external _LICopyBestImageForVariantFromImages
00000001ca838e5c (__TEXT,__text) external _LICopyIconPathsFromBundle
00000001ca838e64 (__TEXT,__text) external _LICopyIconPathsFromBundleForStyles
00000001ca83b6fc (__TEXT,__text) external _LICreateCachedUncompressedDataFromImage
00000001ca837940 (__TEXT,__text) external _LICreateDefaultAppClipIcon
00000001ca837938 (__TEXT,__text) external _LICreateDefaultIcon
00000001ca8367f8 (__TEXT,__text) external _LICreateDeviceAppropriateHomeScreenIconImageFromBundle
00000001ca83bd5c (__TEXT,__text) external _LICreateGhostlyVersion
00000001ca83b83c (__TEXT,__text) external _LICreateGhostlyVersionWithDataWrapper
00000001ca836c0c (__TEXT,__text) external _LICreateIconForBundle
00000001ca836b9c (__TEXT,__text) external _LICreateIconForBundleAndDisplayGamut
00000001ca835b0c (__TEXT,__text) external _LICreateIconForImage
00000001ca835b9c (__TEXT,__text) external _LICreateIconForImages
00000001ca836d38 (__TEXT,__text) external _LICreateIconFromCachedBitmap
00000001ca837948 (__TEXT,__text) external _LICreateIconOverlay
00000001ca83b708 (__TEXT,__text) external _LICreateImageFromCachedUncompressedData
00000001ca83b5e0 (__TEXT,__text) external _LICreateImageFromUncompressedBitmapData
00000001ca83b390 (__TEXT,__text) external _LICreateUncompressedBitmapDataFromImage
00000001ca83b398 (__TEXT,__text) external _LICreateUncompressedBitmapDataFromImageWithOptions
00000001ca83824c (__TEXT,__text) external _LIExpectedImageInputSizeForVariant
00000001e472ef38 (__DATA,__bss) non-external _LIGetBGRA8888DataForImage.__once
00000001e472ef40 (__DATA,__bss) non-external _LIGetBGRA8888DataForImage.__options
00000001ca83b53c (__TEXT,__text) external _LIGetHeaderForUncompressedBitmapData
00000001ca838d3c (__TEXT,__text) external _LIGetIconVariantDimensionsForStyle
00000001e472ece8 (__DATA,__data) non-external _LIGetIconVariantDimensionsForStyle.sApplicationIconVariants
00000001e472ed48 (__DATA,__data) non-external _LIGetIconVariantDimensionsForStyle.sApplicationIconVariantsSpotlight
00000001e472eda8 (__DATA,__data) non-external _LIGetIconVariantDimensionsForStyle.sDocumentIconVariants_iPad
00000001e472edf0 (__DATA,__data) non-external _LIGetIconVariantDimensionsForStyle.sDocumentIconVariants_iPadBadged
00000001e472ee38 (__DATA,__data) non-external _LIGetIconVariantDimensionsForStyle.sDocumentIconVariants_iPhone
00000001e472ee80 (__DATA,__data) non-external _LIGetIconVariantDimensionsForStyle.sDocumentIconVariants_iPhoneBadged
00000001ca83b704 (__TEXT,__text) external _LIGetImageInfoFromCachedUncompressedData
00000001ca838ab0 (__TEXT,__text) external _LIIconContinuousCornerRadiusForVariant
00000001ca83bf6c (__TEXT,__text) non-external _LIIconContinuousCornerRadiusForVariant.cold.1
00000001ca838878 (__TEXT,__text) external _LIIconOutputScaleForVariant
00000001ca838254 (__TEXT,__text) external _LIIconOutputSizeForVariant
00000001ca838a50 (__TEXT,__text) external _LIIconOutputVisibleImageBoundsForVariant
00000001ca8388e4 (__TEXT,__text) external _LISideInsetForHomeScreenVariant
00000001ca83887c (__TEXT,__text) external _LITopInsetForHomeScreenVariant
00000001ca83bf64 (__TEXT,__text) external _MGCopyAnswer
00000001ca83bea4 (__TEXT,__text) non-external (was a private external) _MGGetBoolAnswer
00000001ca83bf30 (__TEXT,__text) non-external (was a private external) _MGGetSInt32Answer
00000001ca83bf28 (__TEXT,__text) non-external (was a private external) _MGIsDeviceOneOfType
                 (undefined) external _NSLog (from Foundation)
                 (undefined) external _OBJC_CLASS_$_CUICatalog (from CoreUI)
                 (undefined) external _OBJC_CLASS_$_IFImage (from IconFoundation)
                 (undefined) external _OBJC_CLASS_$_NSBundle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableArray (from CoreFoundation)
                 (undefined) external __Block_copy (from libSystem)
                 (undefined) external __Block_release (from libSystem)
00000001ca83b180 (__TEXT,__text) non-external (was a private external) __LICGImageCreateScaled
00000001ca83a9b4 (__TEXT,__text) non-external (was a private external) __LICGPathCornerRadiusForSize
00000001ca83a9cc (__TEXT,__text) external __LICGPathCreateContinuousRoundedRect
00000001ca836404 (__TEXT,__text) non-external (was a private external) __LICopyIconURLsForBundleWithFiles
00000001ca837220 (__TEXT,__text) non-external (was a private external) __LICopyImagesForIconURLs
00000001ca8367ec (__TEXT,__text) non-external (was a private external) __LICopyImagesForIconURLsFilteringForVariant
00000001ca83a9a4 (__TEXT,__text) external __LICreateIconDataForBundleURLWithIconName
00000001ca83a9ac (__TEXT,__text) external __LICreateIconDataForBundleURLWithIconNameWithOptions
00000001ca83a994 (__TEXT,__text) external __LICreateIconDataForContainersWithIconsDictionary
00000001ca83a99c (__TEXT,__text) external __LICreateIconDataForContainersWithIconsDictionaryAndPreferredIconNameWithOptions
00000001ca836d8c (__TEXT,__text) non-external (was a private external) __LICreateIconForBundleWithIconNameAndDisplayGamut
00000001ca836d30 (__TEXT,__text) external __LICreateIconForBundleWithIconsDictionaryAndContainers
00000001e472ef18 (__DATA,__bss) non-external __LIDefaultLog.log
00000001e472ef28 (__DATA,__bss) non-external __LIDefaultLog.log
00000001e472ef20 (__DATA,__bss) non-external __LIDefaultLog.onceToken
00000001e472ef30 (__DATA,__bss) non-external __LIDefaultLog.onceToken
00000001ca837484 (__TEXT,__text) non-external __LIIsURLContainedInDirectory
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00000001ec266ee0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_CATEGORY_CUICatalog_$_LIRepSelection
00000001ca83c9e8 (__TEXT,__objc_methlist) non-external __OBJC_$_CATEGORY_INSTANCE_METHODS_CUICatalog_$_LIRepSelection
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
00000001ca83bd64 (__TEXT,__text) non-external ___LIGetBGRA8888DataForImage_block_invoke
00000001ca83be8c (__TEXT,__text) non-external ___LIGetBGRA8888DataForImage_block_invoke_2
00000001ca83be94 (__TEXT,__text) non-external ___LIGetBGRA8888DataForImage_block_invoke_3
00000001ca83be9c (__TEXT,__text) non-external ___LIGetBGRA8888DataForImage_block_invoke_4
00000001ca83a94c (__TEXT,__text) non-external ____LIDefaultLog_block_invoke
00000001ca83b348 (__TEXT,__text) non-external ____LIDefaultLog_block_invoke
00000001ca837910 (__TEXT,__text) non-external ____copyAppClipDefaultIconImages_block_invoke
00000001ca837784 (__TEXT,__text) non-external ____copyDefaultIconImages_block_invoke
00000001ca83788c (__TEXT,__text) non-external ____copyMessagesDefaultIconImages_block_invoke
00000001ca837808 (__TEXT,__text) non-external ____copyNanoDefaultIconImages_block_invoke
00000001ca83a3c8 (__TEXT,__text) non-external ____createApplicationIconFromImage_block_invoke
00000001ca8395e0 (__TEXT,__text) non-external ____createCircleIconFromImage_block_invoke
00000001ca83a378 (__TEXT,__text) non-external ____frameworkBundle_block_invoke
00000001e0f2e7f8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_112_e54_v48?0^{CGContext=}8{CGRect={CGPoint=dd}{CGSize=dd}}16l
00000001e0f2e750 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e5_v8?0l
00000001e0f2e7d8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e54_v48?0^{CGContext=}8{CGRect={CGPoint=dd}{CGSize=dd}}16l
00000001e0f2e7b8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_76_e54_v48?0^{CGContext=}8{CGRect={CGPoint=dd}{CGSize=dd}}16l
00000001e0f2e870 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e0f2e890 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00000001e0f2e8b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00000001e0f2e8d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00000001ec265ea0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001ec265f60 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001ec265f80 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001ec265f20 (__AUTH_CONST,__const) non-external ___block_literal_global.197
00000001ec265f40 (__AUTH_CONST,__const) non-external ___block_literal_global.219
00000001ec265ec0 (__AUTH_CONST,__const) non-external ___block_literal_global.38
00000001ec265ee0 (__AUTH_CONST,__const) non-external ___block_literal_global.43
00000001ec265f00 (__AUTH_CONST,__const) non-external ___block_literal_global.48
