0000000239aa56b0 (__TEXT,__text) non-external +[STExecutableIdentityResolver responsibleIdentityForAuditToken:]
0000000239aa7f24 (__TEXT,__text) non-external -[STAttributedEntityResolutionSession .cxx_destruct]
0000000239aa7b98 (__TEXT,__text) non-external -[STAttributedEntityResolutionSession _entityWithResolvedIdentityForEntity:]
0000000239aa7860 (__TEXT,__text) non-external -[STAttributedEntityResolutionSession dealloc]
0000000239aa778c (__TEXT,__text) non-external -[STAttributedEntityResolutionSession initWithEntityResolver:identityResolver:cache:]
0000000239aa7cf8 (__TEXT,__text) non-external -[STAttributedEntityResolutionSession invalidate]
0000000239aa7898 (__TEXT,__text) non-external -[STAttributedEntityResolutionSession resolveEntities:]
0000000239aa7e5c (__TEXT,__text) non-external -[STAttributedEntityResolutionSession resolveEntity:]
0000000239aa32a8 (__TEXT,__text) non-external -[STAttributedEntityResolver .cxx_destruct]
0000000239aa3024 (__TEXT,__text) non-external -[STAttributedEntityResolver _localizedSystemStatusServerString:]
0000000239aa1b54 (__TEXT,__text) non-external -[STAttributedEntityResolver beginBatchResolutionSession]
0000000239aa32a0 (__TEXT,__text) non-external -[STAttributedEntityResolver dynamicAttributions]
0000000239aa15f8 (__TEXT,__text) non-external -[STAttributedEntityResolver initWithPreferredLocalizations:]
0000000239aa1584 (__TEXT,__text) non-external -[STAttributedEntityResolver init]
0000000239aa3298 (__TEXT,__text) non-external -[STAttributedEntityResolver preferredLocalizations]
0000000239aa1bfc (__TEXT,__text) non-external -[STAttributedEntityResolver resolveEntity:]
0000000239aa16ac (__TEXT,__text) non-external -[STAttributedEntityResolver setDynamicAttributions:]
0000000239aa563c (__TEXT,__text) non-external -[STBackgroundActivitiesStatusDomainVisualDescriptorTransformer .cxx_destruct]
0000000239aa5214 (__TEXT,__text) non-external -[STBackgroundActivitiesStatusDomainVisualDescriptorTransformer initWithBackgroundActivityManager:]
