0000000280c8cd08 (__TEXT,__text) non-external -[UIApplication(AppIntentsSPI) appintents_responderForKeyEvents]
                 (undefined) external _CGRectGetHeight (from CoreGraphics)
                 (undefined) external _CGRectGetWidth (from CoreGraphics)
                 (undefined) external _LNLogCategoryScenes (from LinkMetadata)
                 (undefined) external _LNLogCategoryView (from LinkMetadata)
                 (undefined) external _LNLogSubsystem (from LinkMetadata)
                 (undefined) external _OBJC_CLASS_$_BSActionResponder (from BaseBoard)
                 (undefined) external _OBJC_CLASS_$_LNQuickLook (from LinkServices)
                 (undefined) external _OBJC_CLASS_$_LNSymbolConfiguration (from LinkMetadata)
                 (undefined) external _OBJC_CLASS_$_LNSystemNamedColor (from LinkMetadata)
                 (undefined) external _OBJC_CLASS_$_NSCompoundPredicate (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSItemProvider (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSKeyedArchiver (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNotificationCenter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSPredicate (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSProgress (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSSecurityScopedURLWrapper (from Foundation)
                 (undefined) external _OBJC_CLASS_$_OS_dispatch_queue (from libSystem)
                 (undefined) external _OBJC_CLASS_$_UIActivityItemsConfiguration (from UIKit)
                 (undefined) external _OBJC_CLASS_$_UIApplication (from UIKit)
                 (undefined) external _OBJC_CLASS_$_UIButton (from UIKit)
                 (undefined) external _OBJC_CLASS_$_UICollectionView (from UIKit)
                 (undefined) external _OBJC_CLASS_$_UICollectionViewCell (from UIKit)
                 (undefined) external _OBJC_CLASS_$_UIColor (from UIKit)
                 (undefined) external _OBJC_CLASS_$_UIControl (from UIKit)
                 (undefined) external _OBJC_CLASS_$_UIDocumentViewController (from UIKit)
                 (undefined) external _OBJC_CLASS_$_UIPasteboard (from UIKit)
                 (undefined) external _OBJC_CLASS_$_UIScene (from UIKit)
                 (undefined) external _OBJC_CLASS_$_UITableView (from UIKit)
                 (undefined) external _OBJC_CLASS_$_UITableViewCell (from UIKit)
                 (undefined) external _OBJC_CLASS_$_UIView (from UIKit)
                 (undefined) external _OBJC_CLASS_$_UIWindow (from UIKit)
                 (undefined) external _OBJC_CLASS_$_UIWindowScene (from UIKit)
00000002997d2340 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$__AppIntentsUIKitBridgeLoader
000000029a3d8f78 (__AUTH,__objc_data) external _OBJC_CLASS_$__TtC17_AppIntents_UIKit13SiriTipUIView
000000029a3d8e58 (__AUTH,__objc_data) external _OBJC_CLASS_$__TtC17_AppIntents_UIKit17ShortcutsUIButton
000000029a3d9070 (__AUTH,__objc_data) external _OBJC_CLASS_$__TtC17_AppIntents_UIKit22UIAppEntityInteraction
00000002997d23f8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$__TtC17_AppIntents_UIKit22UIAppIntentInteraction
00000002997d2268 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$__TtC17_AppIntents_UIKit23AppEntityViewAnnotation
                 (undefined) external _OBJC_CLASS_$__TtCs12_SwiftObject (from libswiftCore)
                 (undefined) external _OBJC_METACLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_METACLASS_$_UIButton (from UIKit)
                 (undefined) external _OBJC_METACLASS_$_UIView (from UIKit)
00000002997d2698 (__DATA_DIRTY,__data) external _OBJC_METACLASS_$__AppIntentsUIKitBridgeLoader
000000029a3d9188 (__AUTH,__data) external _OBJC_METACLASS_$__TtC17_AppIntents_UIKit13SiriTipUIView
000000029a3d9160 (__AUTH,__data) external _OBJC_METACLASS_$__TtC17_AppIntents_UIKit17ShortcutsUIButton
000000029a3d91b0 (__AUTH,__data) external _OBJC_METACLASS_$__TtC17_AppIntents_UIKit22UIAppEntityInteraction
00000002997d27a0 (__DATA_DIRTY,__data) external _OBJC_METACLASS_$__TtC17_AppIntents_UIKit22UIAppIntentInteraction
00000002997d25c0 (__DATA_DIRTY,__data) external _OBJC_METACLASS_$__TtC17_AppIntents_UIKit23AppEntityViewAnnotation
                 (undefined) external _OBJC_METACLASS_$__TtCs12_SwiftObject (from libswiftCore)
0000000280c68698 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
0000000280c6951c (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
0000000280c69564 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
0000000280c69564 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
0000000280c69564 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
0000000280c69564 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
0000000280c6a4e0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
0000000280c6a4f0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
0000000280c6d2c4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
0000000280c7297c (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
0000000280c758ac (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
0000000280c786bc (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
0000000280c86a4c (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
0000000280c686b0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
0000000280c69528 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
0000000280c69544 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
0000000280c69544 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
0000000280c6a4e0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
0000000280c6a4f0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
0000000280c6d2ac (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
0000000280c6d2c4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
0000000280c72994 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
0000000280c786d4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
0000000280c7aac4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
0000000280c86a64 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
0000000280c6d334 (__TEXT,__text) non-external _OUTLINED_FUNCTION_10
0000000280c72a3c (__TEXT,__text) non-external _OUTLINED_FUNCTION_10
0000000280c72ad0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_10
0000000280c7cdcc (__TEXT,__text) non-external _OUTLINED_FUNCTION_10
0000000280c86b08 (__TEXT,__text) non-external _OUTLINED_FUNCTION_10
0000000280c88f08 (__TEXT,__text) non-external _OUTLINED_FUNCTION_10
0000000280c6d334 (__TEXT,__text) non-external _OUTLINED_FUNCTION_11
0000000280c729dc (__TEXT,__text) non-external _OUTLINED_FUNCTION_11
0000000280c78764 (__TEXT,__text) non-external _OUTLINED_FUNCTION_11
0000000280c787dc (__TEXT,__text) non-external _OUTLINED_FUNCTION_11
0000000280c86b34 (__TEXT,__text) non-external _OUTLINED_FUNCTION_11
0000000280c69528 (__TEXT,__text) non-external _OUTLINED_FUNCTION_12
0000000280c72a3c (__TEXT,__text) non-external _OUTLINED_FUNCTION_12
0000000280c72a48 (__TEXT,__text) non-external _OUTLINED_FUNCTION_12
0000000280c787f4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_12
0000000280c86b54 (__TEXT,__text) non-external _OUTLINED_FUNCTION_12
0000000280c69528 (__TEXT,__text) non-external _OUTLINED_FUNCTION_13
