00000001cd355da0 (__TEXT,__text) non-external +[CollationElement scopeToString:]
00000001cd3576bc (__TEXT,__text) non-external -[CollationCore .cxx_destruct]
00000001cd357070 (__TEXT,__text) non-external -[CollationCore appendCollationElement:]
00000001cd35766c (__TEXT,__text) non-external -[CollationCore coll_elems]
00000001cd35765c (__TEXT,__text) non-external -[CollationCore coll_uid]
00000001cd3575b0 (__TEXT,__text) non-external -[CollationCore createEndpoint]
00000001cd356b78 (__TEXT,__text) non-external -[CollationCore description]
00000001cd357694 (__TEXT,__text) non-external -[CollationCore dq]
00000001cd357280 (__TEXT,__text) non-external -[CollationCore enumerateCollationElements:]
00000001cd3573b4 (__TEXT,__text) non-external -[CollationCore enumerateElements:]
00000001cd357644 (__TEXT,__text) non-external -[CollationCore getID]
00000001cd356da8 (__TEXT,__text) non-external -[CollationCore getValidPaths:forBundleID:]
00000001cd356280 (__TEXT,__text) non-external -[CollationCore initWithID:]
00000001cd3563f4 (__TEXT,__text) non-external -[CollationCore initWithXPC:]
00000001cd357600 (__TEXT,__text) non-external -[CollationCore isEmpty]
00000001cd3576a8 (__TEXT,__text) non-external -[CollationCore listener]
00000001cd357648 (__TEXT,__text) non-external -[CollationCore log]
00000001cd356c04 (__TEXT,__text) non-external -[CollationCore mountPointOfBundleID:]
00000001cd356570 (__TEXT,__text) non-external -[CollationCore packToXPC]
00000001cd3566f0 (__TEXT,__text) non-external -[CollationCore parseMessage:]
00000001cd360ab8 (__TEXT,__text) non-external -[CollationCore parseMessage:].cold.1
00000001cd360b00 (__TEXT,__text) non-external -[CollationCore parseMessage:].cold.2
00000001cd357680 (__TEXT,__text) non-external -[CollationCore peer_array]
00000001cd3570cc (__TEXT,__text) non-external -[CollationCore removeCollationElementWithPath:]
00000001cd357674 (__TEXT,__text) non-external -[CollationCore setColl_elems:]
00000001cd357664 (__TEXT,__text) non-external -[CollationCore setColl_uid:]
00000001cd35769c (__TEXT,__text) non-external -[CollationCore setDq:]
00000001cd3576b0 (__TEXT,__text) non-external -[CollationCore setListener:]
00000001cd357650 (__TEXT,__text) non-external -[CollationCore setLog:]
00000001cd357688 (__TEXT,__text) non-external -[CollationCore setPeer_array:]
00000001cd3567ec (__TEXT,__text) non-external -[CollationCore setupHandler]
00000001cd356230 (__TEXT,__text) non-external -[CollationElement .cxx_destruct]
00000001cd356218 (__TEXT,__text) non-external -[CollationElement cle_bundle_id]
00000001cd356220 (__TEXT,__text) non-external -[CollationElement cle_bundle_version]
00000001cd356228 (__TEXT,__text) non-external -[CollationElement cle_mnt_path]
00000001cd356210 (__TEXT,__text) non-external -[CollationElement cle_scope]
