000000028330bd5c (__TEXT,__text) non-external +[GPDataConversionUtils convertFloat16ToFloat32:]
0000000283306acc (__TEXT,__text) non-external +[MADService(Generative_Playground) getEmbeddingVectorDimension:]
000000028330bd0c (__TEXT,__text) non-external -[GPAppleConnectTokenProvider .cxx_destruct]
000000028330bcf8 (__TEXT,__text) non-external -[GPAppleConnectTokenProvider authenticatingProtocol]
000000028330bc6c (__TEXT,__text) non-external -[GPAppleConnectTokenProvider initWithAuthenticatingProtocol:]
000000028330bd00 (__TEXT,__text) non-external -[GPAppleConnectTokenProvider setAuthenticatingProtocol:]
000000028330bce8 (__TEXT,__text) non-external -[GPAppleConnectTokenProvider setupTokenWithCompletion:]
000000028330bcf0 (__TEXT,__text) non-external -[GPAppleConnectTokenProvider token]
000000028330bc44 (__TEXT,__text) non-external -[GPMagicPaperState frame]
000000028330bbb0 (__TEXT,__text) non-external -[GPMagicPaperState initWithFrame:isEditing:]
000000028330bc5c (__TEXT,__text) non-external -[GPMagicPaperState isEditing]
000000028330bc50 (__TEXT,__text) non-external -[GPMagicPaperState setFrame:]
000000028330bc64 (__TEXT,__text) non-external -[GPMagicPaperState setIsEditing:]
0000000283306a70 (__TEXT,__text) non-external -[VFXRenderer(Generative_Playground) vfx_setClearBackground]
00000002833069ec (__TEXT,__text) non-external -[VFXView(Generative_Playground) _vfx_setColorSpace:]
000000028330693c (__TEXT,__text) non-external -[VFXView(Generative_Playground) vfx_resetColorSpace]
00000002833068e0 (__TEXT,__text) non-external -[VFXView(Generative_Playground) vfx_setClearBackground]
0000000283306944 (__TEXT,__text) non-external -[VFXView(Generative_Playground) vfx_setExtendedLinearSRGBColorSpace]
0000000283306998 (__TEXT,__text) non-external -[VFXView(Generative_Playground) vfx_setLinearSRGBColorSpace]
000000028401e48c (__TEXT,__gcc_except_tab) non-external GCC_except_table0
                 (undefined) external _AVCaptureSessionDidStartRunningNotification (from AVFoundation)
                 (undefined) external _AVCaptureSessionDidStopRunningNotification (from AVFoundation)
                 (undefined) external _AVMediaTypeVideo (from AVFoundation)
                 (undefined) external _AnalyticsSendEventLazy (from CoreAnalytics)
                 (undefined) external _CACurrentMediaTime (from QuartzCore)
                 (undefined) external _CATransform3DEqualToTransform (from QuartzCore)
                 (undefined) external _CATransform3DMakeScale (from QuartzCore)
                 (undefined) external _CEMCreateEmojiLocaleData (from CoreEmoji)
                 (undefined) external _CEMEmojiTokenCopyGenmojiDescription (from CoreEmoji)
                 (undefined) external _CEMEmojiTokenCopyName (from CoreEmoji)
                 (undefined) external _CEMEmojiTokenCreateCopyRemovingModifiers (from CoreEmoji)
                 (undefined) external _CEMEmojiTokenGetString (from CoreEmoji)
                 (undefined) external _CEMEnumerateEmojiTokensInStringWithBlock (from CoreEmoji)
                 (undefined) external _CEMEnumerateEmojiTokensInStringWithLocaleAndBlock (from CoreEmoji)
                 (undefined) external _CFAbsoluteTimeGetCurrent (from CoreFoundation)
                 (undefined) external _CFDataCreateMutable (from CoreFoundation)
                 (undefined) external _CFErrorCopyDescription (from CoreFoundation)
                 (undefined) external _CGAffineTransformMakeRotation (from CoreGraphics)
                 (undefined) external _CGAffineTransformMakeScale (from CoreGraphics)
                 (undefined) external _CGAffineTransformMakeTranslation (from CoreGraphics)
                 (undefined) external _CGAffineTransformTranslate (from CoreGraphics)
                 (undefined) external _CGBitmapContextCreate (from CoreGraphics)
                 (undefined) external _CGBitmapContextCreateImage (from CoreGraphics)
                 (undefined) external _CGBitmapContextGetHeight (from CoreGraphics)
                 (undefined) external _CGBitmapContextGetWidth (from CoreGraphics)
                 (undefined) external _CGColorCreateGenericRGB (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateDeviceGray (from CoreGraphics)
