000000021690f2e0 (__TEXT,__text) non-external +[CLLocationManager(WeatherCore) wc_authorizationStatus]
000000021690f2d4 (__TEXT,__text) non-external +[NSLocale(WeatherCore) wc_setPreferredTemperatureUnit:]
000000021690e908 (__TEXT,__text) non-external +[NSUbiquitousKeyValueStore(WeatherCore) wc_sharedInstance]
000000021690f2f4 (__TEXT,__text) non-external +[NSUserDefaults(WeatherCore) wc_userDefaultsWithSuiteName:backupDisabled:]
000000021690f388 (__TEXT,__text) non-external +[WCDefaultCity cityFromAlCity:]
000000021690e2b0 (__TEXT,__text) non-external +[WCDistributedNotificationCenter defaultCenter]
000000021690fc58 (__TEXT,__text) non-external +[WCMobileGestaltBridge isIPad]
000000021690faec (__TEXT,__text) non-external -[NPSManagerBridge init]
000000021690fb24 (__TEXT,__text) non-external -[NPSManagerBridge synchronizeUserDefaultsDomain:keys:container:appGroupContainer:]
000000021690fb28 (__TEXT,__text) non-external -[NSArray(WeatherCore) wc_allObjectsPassTest:]
000000021690f788 (__TEXT,__text) non-external -[NSDate(WeatherCore) wc_timeIntervalUntilNow]
000000021690e9ac (__TEXT,__text) non-external -[NSUbiquitousKeyValueStore(WeatherCore) wc_synchronizeWithCompletionHandler:]
0000000216910544 (__TEXT,__text) non-external -[WCCloudMigrator .cxx_destruct]
000000021691053c (__TEXT,__text) non-external -[WCCloudMigrator deviceLookup]
0000000216910264 (__TEXT,__text) non-external -[WCCloudMigrator eraseStoreIfNeeded:]
000000021690fc64 (__TEXT,__text) non-external -[WCCloudMigrator init]
000000021690fd1c (__TEXT,__text) non-external -[WCCloudMigrator migrateStore:toStore:completionBlock:]
000000021690fccc (__TEXT,__text) non-external -[WCCloudMigrator storeRequiresMigration:]
000000021690f6fc (__TEXT,__text) non-external -[WCDefaultCity .cxx_destruct]
000000021690f6bc (__TEXT,__text) non-external -[WCDefaultCity countryName]
000000021690f6dc (__TEXT,__text) non-external -[WCDefaultCity countryOverride]
000000021690f548 (__TEXT,__text) non-external -[WCDefaultCity description]
000000021690f68c (__TEXT,__text) non-external -[WCDefaultCity latitude]
000000021690f65c (__TEXT,__text) non-external -[WCDefaultCity localeCode]
000000021690f67c (__TEXT,__text) non-external -[WCDefaultCity longitude]
000000021690f69c (__TEXT,__text) non-external -[WCDefaultCity name]
000000021690f6c4 (__TEXT,__text) non-external -[WCDefaultCity setCountryName:]
000000021690f6e4 (__TEXT,__text) non-external -[WCDefaultCity setCountryOverride:]
000000021690f694 (__TEXT,__text) non-external -[WCDefaultCity setLatitude:]
000000021690f664 (__TEXT,__text) non-external -[WCDefaultCity setLocaleCode:]
000000021690f684 (__TEXT,__text) non-external -[WCDefaultCity setLongitude:]
000000021690f6a4 (__TEXT,__text) non-external -[WCDefaultCity setName:]
