00000001dc8177a4 (__TEXT,__text) non-external +[LNAppConnectionListener sharedListener]
00000001dc81e128 (__TEXT,__text) non-external +[LNClientConnection currentAuditToken]
00000001dc81e0bc (__TEXT,__text) non-external +[LNClientConnection performWithoutTimeout:]
00000001dc8170d4 (__TEXT,__text) non-external +[LNUserActivityHelper associateAppIntentWithUserActivity:completionHandler:]
00000001dc81ef60 (__TEXT,__text) non-external -[CSSearchableItemAttributeSet(Temporary) setCachedViewDataSafe:]
00000001dc8170e0 (__TEXT,__text) non-external -[LNAppConnectionListener handleAppleEvent:withReplyEvent:]
00000001dc81774c (__TEXT,__text) non-external -[LNAppConnectionListener listenerEndpoint]
00000001dc818484 (__TEXT,__text) non-external -[LNAppContextWrapper .cxx_destruct]
00000001dc818490 (__TEXT,__text) non-external -[LNAppContextWrapper appContext]
00000001dc818590 (__TEXT,__text) non-external -[LNAppContextWrapper init]
00000001dc818498 (__TEXT,__text) non-external -[LNAppContextWrapper performAction:options:reportingProgress:delegate:auditToken:completionHandler:]
00000001dc8186cc (__TEXT,__text) non-external -[LNClientConnection .cxx_destruct]
00000001dc818774 (__TEXT,__text) non-external -[LNClientConnection appContext]
00000001dc818730 (__TEXT,__text) non-external -[LNClientConnection connectionListener]
00000001dc81de7c (__TEXT,__text) non-external -[LNClientConnection dealloc]
00000001dc81dd4c (__TEXT,__text) non-external -[LNClientConnection enqueuePerformActionOperation:]
00000001dc819420 (__TEXT,__text) non-external -[LNClientConnection exportTransientEntities:withConfiguration:completionHandler:]
00000001dc81a998 (__TEXT,__text) non-external -[LNClientConnection fetchActionAppContextFromAction:completionHandler:]
00000001dc81a590 (__TEXT,__text) non-external -[LNClientConnection fetchActionForAppShortcutIdentifier:completionHandler:]
00000001dc81a794 (__TEXT,__text) non-external -[LNClientConnection fetchActionForAutoShortcutPhrase:completionHandler:]
00000001dc81b3b4 (__TEXT,__text) non-external -[LNClientConnection fetchActionOutputValueWithIdentifier:completionHandler:]
00000001dc819ef4 (__TEXT,__text) non-external -[LNClientConnection fetchAppShortcutParametersWithCompletionHandler:]
