                 (undefined) external _CFArrayAppendValue (from CoreFoundation)
                 (undefined) external _CFArrayCreateMutable (from CoreFoundation)
                 (undefined) external _CFBundleGetIdentifier (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormatAndArguments (from CoreFoundation)
                 (undefined) external _CFStringGetBytes (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetLength (from CoreFoundation)
                 (undefined) external _CFURLCopyScheme (from CoreFoundation)
                 (undefined) external _CFURLCreateWithBytes (from CoreFoundation)
00007ff810c42739 (__TEXT,__text) external _CMCloneProfileRef
00007ff842a1be38 (__DATA,__bss) non-external _CMCloneProfileRef.func
00007ff842a1be40 (__DATA,__bss) non-external _CMCloneProfileRef.predicate
00007ff810c426b6 (__TEXT,__text) external _CMCloseProfile
00007ff842a1be28 (__DATA,__bss) non-external _CMCloseProfile.func
00007ff842a1be30 (__DATA,__bss) non-external _CMCloseProfile.predicate
00007ff810c42603 (__TEXT,__text) external _CMConvertDoubleXYZToD50
00007ff842a1be18 (__DATA,__bss) non-external _CMConvertDoubleXYZToD50.func
00007ff842a1be20 (__DATA,__bss) non-external _CMConvertDoubleXYZToD50.predicate
00007ff810c4257d (__TEXT,__text) external _CMConvertRGBFloatBitmap
00007ff842a1be08 (__DATA,__bss) non-external _CMConvertRGBFloatBitmap.func
00007ff842a1be10 (__DATA,__bss) non-external _CMConvertRGBFloatBitmap.predicate
00007ff810c424ca (__TEXT,__text) external _CMConvertXYZFloatBitmap
00007ff842a1bdf8 (__DATA,__bss) non-external _CMConvertXYZFloatBitmap.func
00007ff842a1be00 (__DATA,__bss) non-external _CMConvertXYZFloatBitmap.predicate
00007ff810c423ca (__TEXT,__text) external _CMCopyProfile
00007ff842a1bde8 (__DATA,__bss) non-external _CMCopyProfile.func
00007ff842a1bdf0 (__DATA,__bss) non-external _CMCopyProfile.predicate
00007ff810c422dc (__TEXT,__text) external _CMCopyProfileDescriptionString
00007ff842a1bdd8 (__DATA,__bss) non-external _CMCopyProfileDescriptionString.func
00007ff842a1bde0 (__DATA,__bss) non-external _CMCopyProfileDescriptionString.predicate
00007ff810c421cb (__TEXT,__text) external _CMCopyProfileLocalizedString
00007ff842a1bdc8 (__DATA,__bss) non-external _CMCopyProfileLocalizedString.func
00007ff842a1bdd0 (__DATA,__bss) non-external _CMCopyProfileLocalizedString.predicate
00007ff810c420d8 (__TEXT,__text) external _CMCopyProfileLocalizedStringDictionary
00007ff842a1bdb8 (__DATA,__bss) non-external _CMCopyProfileLocalizedStringDictionary.func
00007ff842a1bdc0 (__DATA,__bss) non-external _CMCopyProfileLocalizedStringDictionary.predicate
00007ff810c41fea (__TEXT,__text) external _CMCountProfileElements
00007ff842a1bda8 (__DATA,__bss) non-external _CMCountProfileElements.func
00007ff842a1bdb0 (__DATA,__bss) non-external _CMCountProfileElements.predicate
00007ff810c41f0e (__TEXT,__text) external _CMFloatBitmapMakeChunky
00007ff842a1bd98 (__DATA,__bss) non-external _CMFloatBitmapMakeChunky.func
00007ff842a1bda0 (__DATA,__bss) non-external _CMFloatBitmapMakeChunky.predicate
00007ff810c41e8b (__TEXT,__text) external _CMGetColorSyncVersion
00007ff842a1bd88 (__DATA,__bss) non-external _CMGetColorSyncVersion.func
00007ff842a1bd90 (__DATA,__bss) non-external _CMGetColorSyncVersion.predicate
00007ff810c41e07 (__TEXT,__text) external _CMGetDefaultDevice
00007ff842a1bd78 (__DATA,__bss) non-external _CMGetDefaultDevice.func
00007ff842a1bd80 (__DATA,__bss) non-external _CMGetDefaultDevice.predicate
00007ff810c41d83 (__TEXT,__text) external _CMGetDefaultProfileBySpace
00007ff842a1bd68 (__DATA,__bss) non-external _CMGetDefaultProfileBySpace.func
00007ff842a1bd70 (__DATA,__bss) non-external _CMGetDefaultProfileBySpace.predicate
00007ff810c41cff (__TEXT,__text) external _CMGetDefaultProfileByUse
00007ff842a1bd58 (__DATA,__bss) non-external _CMGetDefaultProfileByUse.func
00007ff842a1bd60 (__DATA,__bss) non-external _CMGetDefaultProfileByUse.predicate
00007ff810c41c66 (__TEXT,__text) external _CMGetDeviceDefaultProfileID
00007ff842a1bd48 (__DATA,__bss) non-external _CMGetDeviceDefaultProfileID.func
00007ff842a1bd50 (__DATA,__bss) non-external _CMGetDeviceDefaultProfileID.predicate
00007ff810c41bb5 (__TEXT,__text) external _CMGetDeviceFactoryProfiles
00007ff842a1bd38 (__DATA,__bss) non-external _CMGetDeviceFactoryProfiles.func
00007ff842a1bd40 (__DATA,__bss) non-external _CMGetDeviceFactoryProfiles.predicate
00007ff810c41b1c (__TEXT,__text) external _CMGetDeviceInfo
00007ff842a1bd28 (__DATA,__bss) non-external _CMGetDeviceInfo.func
00007ff842a1bd30 (__DATA,__bss) non-external _CMGetDeviceInfo.predicate
00007ff810c41a80 (__TEXT,__text) external _CMGetDeviceProfile
00007ff842a1bd18 (__DATA,__bss) non-external _CMGetDeviceProfile.func
00007ff842a1bd20 (__DATA,__bss) non-external _CMGetDeviceProfile.predicate
00007ff810c419e7 (__TEXT,__text) external _CMGetDeviceState
00007ff842a1bd08 (__DATA,__bss) non-external _CMGetDeviceState.func
00007ff842a1bd10 (__DATA,__bss) non-external _CMGetDeviceState.predicate
00007ff810c4194e (__TEXT,__text) external _CMGetDeviceTrackingByUse
00007ff842a1bcf8 (__DATA,__bss) non-external _CMGetDeviceTrackingByUse.func
00007ff842a1bd00 (__DATA,__bss) non-external _CMGetDeviceTrackingByUse.predicate
00007ff810c418b5 (__TEXT,__text) external _CMGetGammaByAVID
00007ff842a1bce8 (__DATA,__bss) non-external _CMGetGammaByAVID.func
00007ff842a1bcf0 (__DATA,__bss) non-external _CMGetGammaByAVID.predicate
00007ff810c417b0 (__TEXT,__text) external _CMGetIndNamedColorValue
00007ff842a1bcd8 (__DATA,__bss) non-external _CMGetIndNamedColorValue.func
00007ff842a1bce0 (__DATA,__bss) non-external _CMGetIndNamedColorValue.predicate
00007ff810c416ab (__TEXT,__text) external _CMGetIndProfileElement
00007ff842a1bcc8 (__DATA,__bss) non-external _CMGetIndProfileElement.func
00007ff842a1bcd0 (__DATA,__bss) non-external _CMGetIndProfileElement.predicate
00007ff810c4159a (__TEXT,__text) external _CMGetIndProfileElementInfo
00007ff842a1bcb8 (__DATA,__bss) non-external _CMGetIndProfileElementInfo.func
00007ff842a1bcc0 (__DATA,__bss) non-external _CMGetIndProfileElementInfo.predicate
00007ff810c414a7 (__TEXT,__text) external _CMGetNamedColorIndex
00007ff842a1bca8 (__DATA,__bss) non-external _CMGetNamedColorIndex.func
00007ff842a1bcb0 (__DATA,__bss) non-external _CMGetNamedColorIndex.predicate
00007ff810c41384 (__TEXT,__text) external _CMGetNamedColorInfo
00007ff842a1bc98 (__DATA,__bss) non-external _CMGetNamedColorInfo.func
00007ff842a1bca0 (__DATA,__bss) non-external _CMGetNamedColorInfo.predicate
00007ff810c41291 (__TEXT,__text) external _CMGetNamedColorName
00007ff842a1bc88 (__DATA,__bss) non-external _CMGetNamedColorName.func
00007ff842a1bc90 (__DATA,__bss) non-external _CMGetNamedColorName.predicate
00007ff810c41189 (__TEXT,__text) external _CMGetNamedColorValue
00007ff842a1bc78 (__DATA,__bss) non-external _CMGetNamedColorValue.func
00007ff842a1bc80 (__DATA,__bss) non-external _CMGetNamedColorValue.predicate
00007ff810c4100a (__TEXT,__text) external _CMGetPS2ColorRendering
00007ff842a1bc68 (__DATA,__bss) non-external _CMGetPS2ColorRendering.func
00007ff842a1bc70 (__DATA,__bss) non-external _CMGetPS2ColorRendering.predicate
00007ff810c40ef9 (__TEXT,__text) external _CMGetPS2ColorRenderingIntent
00007ff842a1bc58 (__DATA,__bss) non-external _CMGetPS2ColorRenderingIntent.func
00007ff842a1bc60 (__DATA,__bss) non-external _CMGetPS2ColorRenderingIntent.predicate
00007ff810c40d88 (__TEXT,__text) external _CMGetPS2ColorRenderingVMSize
00007ff842a1bc48 (__DATA,__bss) non-external _CMGetPS2ColorRenderingVMSize.func
00007ff842a1bc50 (__DATA,__bss) non-external _CMGetPS2ColorRenderingVMSize.predicate
00007ff810c40c77 (__TEXT,__text) external _CMGetPS2ColorSpace
00007ff842a1bc38 (__DATA,__bss) non-external _CMGetPS2ColorSpace.func
00007ff842a1bc40 (__DATA,__bss) non-external _CMGetPS2ColorSpace.predicate
00007ff810c40b6c (__TEXT,__text) external _CMGetPartialProfileElement
00007ff842a1bc28 (__DATA,__bss) non-external _CMGetPartialProfileElement.func
00007ff842a1bc30 (__DATA,__bss) non-external _CMGetPartialProfileElement.predicate
00007ff810c40ae8 (__TEXT,__text) external _CMGetProfileByAVID
00007ff842a1bc18 (__DATA,__bss) non-external _CMGetProfileByAVID.func
00007ff842a1bc20 (__DATA,__bss) non-external _CMGetProfileByAVID.predicate
00007ff810c409c5 (__TEXT,__text) external _CMGetProfileDescriptions
00007ff842a1bc08 (__DATA,__bss) non-external _CMGetProfileDescriptions.func
00007ff842a1bc10 (__DATA,__bss) non-external _CMGetProfileDescriptions.predicate
00007ff810c408c0 (__TEXT,__text) external _CMGetProfileElement
00007ff842a1bbf8 (__DATA,__bss) non-external _CMGetProfileElement.func
00007ff842a1bc00 (__DATA,__bss) non-external _CMGetProfileElement.predicate
00007ff810c40795 (__TEXT,__text) external _CMGetProfileGamma
00007ff842a1bbe8 (__DATA,__bss) non-external _CMGetProfileGamma.func
00007ff842a1bbf0 (__DATA,__bss) non-external _CMGetProfileGamma.predicate
00007ff810c406a7 (__TEXT,__text) external _CMGetProfileHeader
00007ff842a1bbd8 (__DATA,__bss) non-external _CMGetProfileHeader.func
00007ff842a1bbe0 (__DATA,__bss) non-external _CMGetProfileHeader.predicate
00007ff810c40621 (__TEXT,__text) external _CMGetProfileLocation
00007ff842a1bbc8 (__DATA,__bss) non-external _CMGetProfileLocation.func
00007ff842a1bbd0 (__DATA,__bss) non-external _CMGetProfileLocation.predicate
00007ff810c40533 (__TEXT,__text) external _CMGetProfileMD5
00007ff842a1bbb8 (__DATA,__bss) non-external _CMGetProfileMD5.func
00007ff842a1bbc0 (__DATA,__bss) non-external _CMGetProfileMD5.predicate
00007ff810c40445 (__TEXT,__text) external _CMGetProfileRefCount
00007ff842a1bba8 (__DATA,__bss) non-external _CMGetProfileRefCount.func
00007ff842a1bbb0 (__DATA,__bss) non-external _CMGetProfileRefCount.predicate
00007ff810c4032c (__TEXT,__text) external _CMGetProfileTransformInfo
00007ff842a1bb98 (__DATA,__bss) non-external _CMGetProfileTransformInfo.func
00007ff842a1bba0 (__DATA,__bss) non-external _CMGetProfileTransformInfo.predicate
00007ff810c402a9 (__TEXT,__text) external _CMGetSystemProfile
00007ff842a1bb88 (__DATA,__bss) non-external _CMGetSystemProfile.func
00007ff842a1bb90 (__DATA,__bss) non-external _CMGetSystemProfile.predicate
00007ff810c40226 (__TEXT,__text) external _CMGetSystemProfileAVID
00007ff842a1bb78 (__DATA,__bss) non-external _CMGetSystemProfileAVID.func
00007ff842a1bb80 (__DATA,__bss) non-external _CMGetSystemProfileAVID.predicate
00007ff810c401a0 (__TEXT,__text) external _CMGetSystemProfilePriv
00007ff842a1bb68 (__DATA,__bss) non-external _CMGetSystemProfilePriv.func
00007ff842a1bb70 (__DATA,__bss) non-external _CMGetSystemProfilePriv.predicate
00007ff810c40105 (__TEXT,__text) external _CMIterateCMMInfo
00007ff842a1bb58 (__DATA,__bss) non-external _CMIterateCMMInfo.func
00007ff842a1bb60 (__DATA,__bss) non-external _CMIterateCMMInfo.predicate
00007ff810c40067 (__TEXT,__text) external _CMIterateColorDevices
00007ff842a1bb48 (__DATA,__bss) non-external _CMIterateColorDevices.func
00007ff842a1bb50 (__DATA,__bss) non-external _CMIterateColorDevices.predicate
00007ff810c3ffc9 (__TEXT,__text) external _CMIterateColorSyncFolder
00007ff842a1bb38 (__DATA,__bss) non-external _CMIterateColorSyncFolder.func
00007ff842a1bb40 (__DATA,__bss) non-external _CMIterateColorSyncFolder.predicate
00007ff810c3ff16 (__TEXT,__text) external _CMIterateDeviceProfiles
00007ff842a1bb28 (__DATA,__bss) non-external _CMIterateDeviceProfiles.func
00007ff842a1bb30 (__DATA,__bss) non-external _CMIterateDeviceProfiles.predicate
00007ff810c3ff0b (__TEXT,__text) external _CMLaunchControlPanel
00007ff810c3fe85 (__TEXT,__text) external _CMMakeProfile
00007ff842a1bb18 (__DATA,__bss) non-external _CMMakeProfile.func
00007ff842a1bb20 (__DATA,__bss) non-external _CMMakeProfile.predicate
00007ff810c3fdea (__TEXT,__text) external _CMMatchFloatBitmap
00007ff842a1bb08 (__DATA,__bss) non-external _CMMatchFloatBitmap.func
00007ff842a1bb10 (__DATA,__bss) non-external _CMMatchFloatBitmap.predicate
00007ff810c3fd64 (__TEXT,__text) external _CMNewProfile
00007ff842a1baf8 (__DATA,__bss) non-external _CMNewProfile.func
00007ff842a1bb00 (__DATA,__bss) non-external _CMNewProfile.predicate
00007ff810c3fcde (__TEXT,__text) external _CMOpenProfile
00007ff842a1bae8 (__DATA,__bss) non-external _CMOpenProfile.func
00007ff842a1baf0 (__DATA,__bss) non-external _CMOpenProfile.predicate
00007ff810c42c64 (__TEXT,__text) external _CMPostLegacyDeviceNotification
00007ff842a1be90 (__DATA,__bss) non-external _CMPostLegacyDeviceNotification.func
00007ff810c3fbee (__TEXT,__text) external _CMProfileCopyICCData
00007ff842a1bad8 (__DATA,__bss) non-external _CMProfileCopyICCData.func
00007ff842a1bae0 (__DATA,__bss) non-external _CMProfileCopyICCData.predicate
00007ff810c3fafb (__TEXT,__text) external _CMProfileElementExists
00007ff842a1bac8 (__DATA,__bss) non-external _CMProfileElementExists.func
00007ff842a1bad0 (__DATA,__bss) non-external _CMProfileElementExists.predicate
00007ff810c3fa75 (__TEXT,__text) external _CMProfileModified
00007ff842a1bab8 (__DATA,__bss) non-external _CMProfileModified.func
00007ff842a1bac0 (__DATA,__bss) non-external _CMProfileModified.predicate
00007ff810c42c22 (__TEXT,__text) external _CMProfileWriteToFile
00007ff842a1be88 (__DATA,__bss) non-external _CMProfileWriteToFile.func
00007ff810c3f9d9 (__TEXT,__text) external _CMRegisterColorDevice
00007ff842a1baa8 (__DATA,__bss) non-external _CMRegisterColorDevice.func
00007ff842a1bab0 (__DATA,__bss) non-external _CMRegisterColorDevice.predicate
00007ff810c3f953 (__TEXT,__text) external _CMRemoveProfileElement
00007ff842a1ba98 (__DATA,__bss) non-external _CMRemoveProfileElement.func
00007ff842a1baa0 (__DATA,__bss) non-external _CMRemoveProfileElement.predicate
00007ff810c3f8cf (__TEXT,__text) external _CMSetDefaultDevice
00007ff842a1ba88 (__DATA,__bss) non-external _CMSetDefaultDevice.func
00007ff842a1ba90 (__DATA,__bss) non-external _CMSetDefaultDevice.predicate
00007ff810c3f836 (__TEXT,__text) external _CMSetDeviceDefaultProfileID
00007ff842a1ba78 (__DATA,__bss) non-external _CMSetDeviceDefaultProfileID.func
00007ff842a1ba80 (__DATA,__bss) non-external _CMSetDeviceDefaultProfileID.predicate
00007ff810c3f79a (__TEXT,__text) external _CMSetDeviceFactoryProfiles
00007ff842a1ba68 (__DATA,__bss) non-external _CMSetDeviceFactoryProfiles.func
00007ff842a1ba70 (__DATA,__bss) non-external _CMSetDeviceFactoryProfiles.predicate
00007ff810c3f6e9 (__TEXT,__text) external _CMSetDeviceProfile
00007ff842a1ba58 (__DATA,__bss) non-external _CMSetDeviceProfile.func
00007ff842a1ba60 (__DATA,__bss) non-external _CMSetDeviceProfile.predicate
00007ff810c3f650 (__TEXT,__text) external _CMSetDeviceState
00007ff842a1ba48 (__DATA,__bss) non-external _CMSetDeviceState.func
00007ff842a1ba50 (__DATA,__bss) non-external _CMSetDeviceState.predicate
00007ff810c3f5b7 (__TEXT,__text) external _CMSetDeviceTrackingByUse
00007ff842a1ba38 (__DATA,__bss) non-external _CMSetDeviceTrackingByUse.func
00007ff842a1ba40 (__DATA,__bss) non-external _CMSetDeviceTrackingByUse.predicate
00007ff810c3f533 (__TEXT,__text) external _CMSetGammaByAVID
00007ff842a1ba28 (__DATA,__bss) non-external _CMSetGammaByAVID.func
00007ff842a1ba30 (__DATA,__bss) non-external _CMSetGammaByAVID.predicate
00007ff810c3f480 (__TEXT,__text) external _CMSetPartialProfileElement
00007ff842a1ba18 (__DATA,__bss) non-external _CMSetPartialProfileElement.func
00007ff842a1ba20 (__DATA,__bss) non-external _CMSetPartialProfileElement.predicate
00007ff810c3f3fc (__TEXT,__text) external _CMSetProfileByAVID
00007ff842a1ba08 (__DATA,__bss) non-external _CMSetProfileByAVID.func
00007ff842a1ba10 (__DATA,__bss) non-external _CMSetProfileByAVID.predicate
00007ff810c3f340 (__TEXT,__text) external _CMSetProfileDescriptions
00007ff842a1b9f8 (__DATA,__bss) non-external _CMSetProfileDescriptions.func
00007ff842a1ba00 (__DATA,__bss) non-external _CMSetProfileDescriptions.predicate
00007ff810c3f2a2 (__TEXT,__text) external _CMSetProfileElement
00007ff842a1b9e8 (__DATA,__bss) non-external _CMSetProfileElement.func
00007ff842a1b9f0 (__DATA,__bss) non-external _CMSetProfileElement.predicate
00007ff810c3f207 (__TEXT,__text) external _CMSetProfileElementReference
