00007ffc076862fa (__TEXT,__text) non-external +[WFAutomatorVariableRegistry variableWithIdentifier:]
00007ffc07683c4c (__TEXT,__text) non-external +[WFSiriSettings isHeySiriEnabled]
00007ffc07683c00 (__TEXT,__text) non-external +[WFSiriSettings isSiriEnabled]
00007ffc07683c98 (__TEXT,__text) non-external +[WFSiriSettings localizedTriggerPhraseWithMessage:]
00007ffc07683d4f (__TEXT,__text) non-external +[WFSiriSettings localizedTriggerPhrase]
00007ffc076841cc (__TEXT,__text) non-external -[WFAppContentLocation(Icon) icon]
00007ffc07683dfd (__TEXT,__text) non-external -[WFColor(CocoaScripting) scriptingRGBColorDescriptor]
00007ffc07684051 (__TEXT,__text) non-external -[WFContentLocation(Icon) icon]
00007ffc07686c2a (__TEXT,__text) non-external -[WFLibraryLayoutMetrics .cxx_destruct]
00007ffc07686bbf (__TEXT,__text) non-external -[WFLibraryLayoutMetrics appIconFormat]
00007ffc07686b36 (__TEXT,__text) non-external -[WFLibraryLayoutMetrics copyWithZone:]
00007ffc07686c15 (__TEXT,__text) non-external -[WFLibraryLayoutMetrics cornerRadius]
00007ffc07686bcd (__TEXT,__text) non-external -[WFLibraryLayoutMetrics floatingViewConfiguration]
00007ffc076868d6 (__TEXT,__text) non-external -[WFLibraryLayoutMetrics initWithViewWidth:layoutMargins:]
00007ffc07686bef (__TEXT,__text) non-external -[WFLibraryLayoutMetrics interitemSpacing]
00007ffc07686c20 (__TEXT,__text) non-external -[WFLibraryLayoutMetrics itemsPerBanner]
00007ffc07686bfa (__TEXT,__text) non-external -[WFLibraryLayoutMetrics lineSpacing]
00007ffc07686bc7 (__TEXT,__text) non-external -[WFLibraryLayoutMetrics scaledValueForValue:]
00007ffc07686bd7 (__TEXT,__text) non-external -[WFLibraryLayoutMetrics sectionInset]
00007ffc07686b57 (__TEXT,__text) non-external -[WFLibraryLayoutMetrics workflowGlyphDimension]
00007ffc07686b41 (__TEXT,__text) non-external -[WFLibraryLayoutMetrics workflowGlyphSize]
00007ffc07686b9c (__TEXT,__text) non-external -[WFLibraryLayoutMetrics workflowIconToLabelMargin]
00007ffc07686b8a (__TEXT,__text) non-external -[WFLibraryLayoutMetrics workflowPlusGlyphSize]
00007ffc07686c05 (__TEXT,__text) non-external -[WFLibraryLayoutMetrics workflowSize]
00007ffc07685bc7 (__TEXT,__text) non-external -[WFLibraryRunCoordinator .cxx_destruct]
