00000002261ed758 (__TEXT,__text) non-external +[LNAppConnectionListener sharedListener]
00000002261f8a08 (__TEXT,__text) non-external +[LNClientConnection currentAuditToken]
00000002261f899c (__TEXT,__text) non-external +[LNClientConnection performWithoutTimeout:]
00000002261ef608 (__TEXT,__text) non-external +[LNProcessInstanceRegistryClient sharedInstance]
00000002261ed098 (__TEXT,__text) non-external +[LNUserActivityHelper associateAppIntentWithUserActivity:completionHandler:]
00000002261f9a2c (__TEXT,__text) non-external -[CSSearchableItemAttributeSet(Temporary) setCachedViewDataSafe:]
00000002261ed0a4 (__TEXT,__text) non-external -[LNAppConnectionListener handleAppleEvent:withReplyEvent:]
00000002261ed700 (__TEXT,__text) non-external -[LNAppConnectionListener listenerEndpoint]
00000002261ee6ec (__TEXT,__text) non-external -[LNAppContextWrapper .cxx_destruct]
00000002261ee6f8 (__TEXT,__text) non-external -[LNAppContextWrapper appContext]
00000002261ee7e8 (__TEXT,__text) non-external -[LNAppContextWrapper init]
00000002261ee700 (__TEXT,__text) non-external -[LNAppContextWrapper performAction:options:reportingProgress:delegate:auditToken:completionHandler:]
00000002261ef6b0 (__TEXT,__text) non-external -[LNClientConnection .cxx_destruct]
00000002261ef758 (__TEXT,__text) non-external -[LNClientConnection appContext]
00000002261f8458 (__TEXT,__text) non-external -[LNClientConnection cancelOperationWithIdentifier:reason:]
00000002261f86d0 (__TEXT,__text) non-external -[LNClientConnection clientConnectionQueue]
00000002261ef714 (__TEXT,__text) non-external -[LNClientConnection connectionListener]
00000002261f064c (__TEXT,__text) non-external -[LNClientConnection createAsyncIteratorForSequence:options:completionHandler:]
00000002261f875c (__TEXT,__text) non-external -[LNClientConnection dealloc]
00000002261f22b4 (__TEXT,__text) non-external -[LNClientConnection exportTransientEntities:withConfiguration:completionHandler:]
00000002261f4218 (__TEXT,__text) non-external -[LNClientConnection fetchActionAppContextFromAction:completionHandler:]
00000002261f3c48 (__TEXT,__text) non-external -[LNClientConnection fetchActionForAppShortcutIdentifier:completionHandler:]
00000002261f3f30 (__TEXT,__text) non-external -[LNClientConnection fetchActionForAutoShortcutPhrase:completionHandler:]
00000002261f50b0 (__TEXT,__text) non-external -[LNClientConnection fetchActionOutputValueWithIdentifier:completionHandler:]
00000002261f32ec (__TEXT,__text) non-external -[LNClientConnection fetchAppShortcutParametersForMangledName:withCompletionHandler:]
00000002261f6764 (__TEXT,__text) non-external -[LNClientConnection fetchDestinationMDMAccountIdentifierForAction:completionHandler:]
00000002261f8170 (__TEXT,__text) non-external -[LNClientConnection fetchDisplayRepresentationForActions:completionHandler:]
00000002261f2c74 (__TEXT,__text) non-external -[LNClientConnection fetchEntityURL:completionHandler:]
